Title;Artist;Genre;Keywords;Scores
You’re Not Sorry (Taylor’s Version);Taylor Swift;Country;sorry, straw, anymore, oh, believe, pick, last, phone, call, hurt, wasting, baby, crawling, watched, worked, innocent, figured, chances, beg, would've, asking, secrets, could've, taken, tell, left, giving, hoping, fade, honey, share, bright, shine, time, loved, around, thinking, listen, tired, waiting, woah, looking, fine, i've, used, wanna, cold, we'll, nothing, gone, might, there's, long, would, like, away, life, every, know, let, come, never, cause, got, i'm;0.077, 0.054, 0.053, 0.03, 0.029, 0.029, 0.028, 0.026, 0.018, 0.018, 0.017, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.002, 0.001
Everyone's An Outlaw;Bryan Martin;Country;outlaw, bluff, everyone's, fittin, ever, scars, life's, tough, guns, taught, proud, son, stick, raised, ground, simple, catch, grew, stand, gun, damn, real, neighbor's, well, back, dues, calloused, shit, call, gonna, tell, always, difference, payin, bustin, changin, hand, what's, make, boots, choice, man, time, let, take, kids, family, choose, yeah, cause, dead, fight, ass, work, hands, times, remember, lose, old, gone, wrong, til, eyes, world, try, two, home, like, every, even, said, night, i've, right, see, love, got, i'm;0.14, 0.061, 0.058, 0.057, 0.043, 0.042, 0.042, 0.041, 0.041, 0.041, 0.036, 0.035, 0.032, 0.031, 0.031, 0.03, 0.028, 0.027, 0.027, 0.023, 0.022, 0.02, 0.02, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.013, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.002, 0.001
BREAK MY SOUL;Beyoncé;Dance/Electronic;yaka-yaka, release, everybody, soul, break, foundation, ya, na, la-la-la-la, salvation, wiggle, new, motivation, tellin, yeah, outside, stress, takin, circles, job, build, explode, no-no, trade, anger, i'ma, searchin, bend, load, work, bust, found, round, oh, lives, tryin, rest, love, forget, open, i'm, looking, worldwide, snapped, flicks, doms, bey, vibration, lookin, mind, justify, seek, baby, hoodie, yak, whole, clique, queens, done, inside, something, forgot, mask, night, sleepin, buildin, nerves, damn, bout, lost, case, nine, quit, la, go, take, less, makes, fake, ain't, act, back, good, mouth, smoke, front, hair, cannot, five, fell, make, can't, house, people, lot, sleep, past, drive, time, there's, real, hold, hard, find, gonna, got, i'll, know, think, see, said, let, that's, never, cause;0.278, 0.14, 0.096, 0.096, 0.088, 0.087, 0.071, 0.066, 0.055, 0.042, 0.041, 0.037, 0.037, 0.034, 0.028, 0.024, 0.022, 0.021, 0.021, 0.019, 0.018, 0.016, 0.015, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.001, 0.001
Massive;Drake;Dance/Electronic;woah, us, behind, people, treated, alone, funeral, ready, wanna, lit, find, needed, put, unchanged, intertwined, easily, swervin, stance, urge, void, remains, issues, go, gon, emotions, losin, world, fill, cause, baby, fighting, thoughts, reach, cannot, part, feelings, know, oh, fight, can't, help, stand, going, play, tryna, real, give, i've, let, i'm, ain't, yeah, got;0.131, 0.076, 0.054, 0.049, 0.048, 0.048, 0.046, 0.043, 0.034, 0.034, 0.034, 0.032, 0.03, 0.029, 0.029, 0.025, 0.025, 0.025, 0.025, 0.025, 0.024, 0.023, 0.021, 0.021, 0.021, 0.02, 0.019, 0.019, 0.018, 0.018, 0.017, 0.017, 0.016, 0.016, 0.015, 0.014, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.01, 0.01, 0.01, 0.008, 0.007, 0.005, 0.005, 0.005, 0.004, 0.004
Ferrari;James Hype, Miggy Dela Rosa;Dance/Electronic;ferrari, still, honest, wave, mornin, want, beat, fast, hands, body, heart, make;0.148, 0.141, 0.125, 0.101, 0.094, 0.088, 0.076, 0.075, 0.068, 0.058, 0.04, 0.029
Belly Dancer;Imanbek, BYOR;Dance/Electronic;bananza, dancer, ah, belly, shy, ladies, shake, ground, drop, ya, touch, girl, body, hey, want, see, go, like, outstandin, ex-gangstas, flyest, kitty, ditty, thick-petite, jingling, bootylicious, mingling, tingling, frown, thang, pardon, clown, idea, either, standin, bang, n, steppin, starting, beg, excuse, rather, type, yo, anything, rain, hot, must, pretty, lookin, work, baby, believe, walk, i'd, gotta, gon, little, talk, look, even, could, need, come, way, cause, ain't, make, say, love, got;0.173, 0.154, 0.147, 0.142, 0.139, 0.117, 0.098, 0.08, 0.08, 0.076, 0.075, 0.071, 0.065, 0.053, 0.04, 0.029, 0.025, 0.017, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002, 0.002
Where Did You Go? (feat. MNEK);Jax Jones, MNEK;Dance/Electronic;go, love, dj's, describe, wanna, dancing, oh, floor, dance, words, tried, lights, art, enough, gone, alone, wherever, know, star, find, away, beautiful, eyes, one, can't, could, forget, work, room, smile, baby, place, walk, ain't, see, left, light, face, leave, always, put, got, let, like;0.066, 0.056, 0.035, 0.034, 0.024, 0.021, 0.019, 0.018, 0.017, 0.017, 0.016, 0.016, 0.014, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.003, 0.002
Potion (with Dua Lipa & Young Thug);Calvin Harris, Dua Lipa, Young Thug;Dance/Electronic;sprinkled, si-i-ide, sex, bit, appeal, potion, ah-ah, stimulation, achin, late, little, conversations, yeah, mental, electric, moment, bodies, emotions, backboard, night, ah, tuesday, high, catchin, mood, whip, track, music, moon, ba-da-boom, ba-da-bing, joggers, charley, undecided, designers, finals, runnin, karate, meech, minor, hunna, james, lebron, oreo, pushin, goin, top, ooh, flops, bricks, fifteen, thug, p, gucci, yellin, tonight, servin, buyin, flip, bitch, kickin, love, store, vibe, motherfuckin, corner, hood, million, ball, huh, fly, fucked, hoes, white, move, feelin, right, catch, somebody, bitches, that's, black, ayy, big, free, niggas, fuckin, bout, em, oh, leave, i'm, shit, need, tell, every, cause, like, wanna, never;0.136, 0.136, 0.086, 0.075, 0.065, 0.065, 0.052, 0.051, 0.047, 0.045, 0.043, 0.043, 0.042, 0.04, 0.039, 0.038, 0.037, 0.037, 0.034, 0.031, 0.029, 0.029, 0.026, 0.026, 0.024, 0.022, 0.022, 0.02, 0.019, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.016, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003
Sticky;Drake;Dance/Electronic;sticky, ayy, woulda, niggas, bring, pumpin, set, gets, went, chest, trap, wave, know, gotta, wish, addressed, assistant, off-road, follow's, millioned, civilians, steep, escort, gordo, engaged, ayo, d-block, g-block, bec, est, ou, cherie, quebec, sprinters, exec, corporate, nadal, bracelet, homer, somethin, virgil, pyrex, toughest, forgave, brief, threesome, behave, ant, cradle, somebody's, eric, mon, ceo, matches, best, regrets, back, one, ringin, cage, slime, respect, lifestyle, net, ting, something, talk, boy, maybach, tour, lucky, hill, police, brave, trade, stayed, play, cat, forth, named, happened, alone, fact, really, pack, freak, two, hits, guys, shawty, stage, get, wet, plus, givin, hanging, clean, supposed, everything, changed, ocean, king, grave, paid, lovin, brother, neck, breath, takes, rest, check, say, turned, act, y'all, couple, cool, girls, makin, met, ones, everybody, talkin, feelings, deep, together, song, cause, free, getting, mama, thought, damn, came, em, got, try, big, pull, turn, stop, let's, like, better, made, come, put, think, that's, yeah, every, want, still, ain't, go, i'm, love, never;0.079, 0.073, 0.035, 0.034, 0.024, 0.023, 0.021, 0.02, 0.019, 0.018, 0.018, 0.018, 0.016, 0.016, 0.015, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002
Do It To It;ACRAZE, Cherish;Dance/Electronic;wit, backs, ladies, yo, snap, bounce, lean, pop, rock, drop, fellas, hats, tip;1.195, 0.25, 0.223, 0.194, 0.193, 0.186, 0.176, 0.152, 0.126, 0.115, 0.051, 0.047, 0.042
Afraid To Feel;LF SYSTEM;Dance/Electronic;yes, doin, stop, passion, flames, burnin, guy, afraid, turnin, playin, heart's, uh, can't, oh, real, ask, eyes, open, look, ride, come, door, nothing, inside, feel, heart, i'm, could, see, get, like, know, got;0.14, 0.108, 0.08, 0.069, 0.06, 0.059, 0.051, 0.049, 0.046, 0.04, 0.039, 0.036, 0.034, 0.033, 0.032, 0.027, 0.027, 0.026, 0.026, 0.024, 0.023, 0.023, 0.02, 0.019, 0.019, 0.014, 0.013, 0.012, 0.012, 0.008, 0.008, 0.008, 0.007
21 Reasons (feat. Ella Henderson);Nathan Dawe, Ella Henderson;Dance/Electronic;do-do-do-do, twenty-one, reasons, do-do-do-do-do, moods, i've, friends, frustrated, five, hate, got, countin, eight, nine, three, seven, breathe, six, finally, four, ten, two, comes, keep, things, naughty, lie, one, comfort, sweetness, another, company, shots, waited, loving, thank, held, love, movin, happy, still, lonely, floor, set, getting, maybe, enough, baby, took, free, see, hold, can't, get, we're, give, good, away, that's, ain't, say, let, way, make, like, back;0.266, 0.185, 0.148, 0.133, 0.076, 0.05, 0.037, 0.035, 0.033, 0.032, 0.029, 0.028, 0.028, 0.026, 0.026, 0.025, 0.024, 0.023, 0.022, 0.021, 0.02, 0.02, 0.02, 0.019, 0.018, 0.018, 0.017, 0.016, 0.016, 0.016, 0.015, 0.015, 0.014, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.01, 0.01, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003
Don't Be Shy;Tiësto, KAROL G;Dance/Electronic;shy, la-la-la-la-la, da-ra-ta-ta-ta, ask, lust, gonna, ta-ta-da-ra-ra, tamed, mind's, change, cat, play, enough, break, wild, hmm-yeah, emotional, people, give, mhm, can't, heart, miracle, em, baby, oh, fuck, beautiful, get, easy, follow, love, work, got, say, show, i'm, like, ain't, know, could, wanna;0.376, 0.309, 0.13, 0.077, 0.063, 0.061, 0.052, 0.046, 0.046, 0.039, 0.038, 0.037, 0.03, 0.029, 0.028, 0.026, 0.023, 0.022, 0.021, 0.021, 0.02, 0.02, 0.02, 0.018, 0.016, 0.016, 0.016, 0.015, 0.014, 0.014, 0.013, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.006, 0.005
Move Your Body;Öwnboss, Sevek;Dance/Electronic;move, urge, step, beat, feet, vow, body, baby, come, today, okay, we'll, took, play, stay, time, got, i'm;0.175, 0.167, 0.108, 0.092, 0.088, 0.076, 0.07, 0.059, 0.058, 0.05, 0.04, 0.04, 0.036, 0.034, 0.029, 0.027, 0.023, 0.011
Moth To A Flame (with The Weeknd);Swedish House Mafia, The Weeknd;Dance/Electronic;truly, lies, sleeps, he's, babe, pictures, reasons, seems, initially, makes, true, call, woah-oh-oh, cry, moth, oh-woah, loyal, know, friends, hey, flame, pulled, good, arms, heart, one, keep, woah, bed, tell, like, feel, let, pull, say, cause, stay, leave, love, time, away, right, need, i'll, oh, go, back, yeah;0.181, 0.126, 0.054, 0.05, 0.036, 0.036, 0.031, 0.031, 0.027, 0.026, 0.024, 0.023, 0.023, 0.022, 0.022, 0.021, 0.02, 0.019, 0.019, 0.018, 0.017, 0.016, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003
Jiggle Jiggle;Duke & Jones, Louis Theroux;Dance/Electronic;jiggle, wiggle, dribble, compact, fiat, red, knack, luckily, six-feet-two, folds, slack, sipping, relax, seats, see, riding, wine, makes, reece, explicit, illicit, skate, notting, bush, shepherd's, duke, theroux, really, cabernet, enjoyed, crate, jones, sure, yak, booth, money, louis, wrap, unless, gate, fact, hill, sip, push, nice, mind, shine, piece, diamonds, like, today, anything, trying, matter, alive, else, went, drive, want, big, mine, well, back, stay, go, get, gotta, that's, think, got, wanna, know, cause, i'm;0.305, 0.254, 0.09, 0.074, 0.074, 0.05, 0.049, 0.049, 0.049, 0.049, 0.045, 0.042, 0.039, 0.036, 0.033, 0.033, 0.03, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 0.023, 0.023, 0.022, 0.022, 0.022, 0.021, 0.021, 0.02, 0.019, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.015, 0.015, 0.014, 0.014, 0.014, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.005, 0.004, 0.004, 0.001
Close Eyes;DVRST;Dance/Electronic;dope, wit, contagious, doin, dealin, mob, jab, tapped, studio, thang, pistol, shit, stayin, snap, police, haters, watchin, job, crack, step, phone, going, god, back, killin, snow, gotta, give, put, feelin, instance, though, fabulous, hay, hit, smokin, dawg, dangerous, plenty, enemy, sleepin, mile, ridin, streets, even, dead, could, ya, thought, best, believe, day, girl, away, that's, know, see, i'm;0.284, 0.23, 0.192, 0.176, 0.152, 0.085, 0.081, 0.078, 0.076, 0.074, 0.072, 0.064, 0.064, 0.064, 0.062, 0.061, 0.059, 0.057, 0.057, 0.049, 0.038, 0.036, 0.03, 0.028, 0.028, 0.027, 0.026, 0.023, 0.022, 0.016, 0.016, 0.015, 0.015, 0.014, 0.013, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.01, 0.01, 0.009, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.005, 0.005, 0.005, 0.004, 0.003, 0.003, 0.001
Goosebumps - Remix;Travis Scott, HVME;Dance/Electronic;goosebumps, aye, brr, yeah, throw, every, heimlich, teachers, side, worried, ease, get, dumb, numb, comments, low-key, time, also, rider, around, fine, way, sippin, cannot, bout, everything, yea, nurse, bleachers, rally, pep, freestyle, senior, socks, cruz, boondocks, tru, fro, nappy, classroom, freshman, homework, ziplock, pitcock, pitstops, principle, serving, detention, catastrophe, rapping, misinformed, saucin, doheny, ginnies, snapchat, wildness, mariah, condoms, ooh-oooh, remember, stunt, beamer, coach, rd, chris, passes, squad, bible, mind, fever, feature, copped, tomb, pair, wearin, religion, wrong, hall, place, molly, stack, cute, onyx, lyin, owe, record, havin, headed, em, relate, gon, plenty, text, beside, pullin, flyin, need, feel, come, workin, hours, laugh, fuck, oh, things, star, ridin, lit, i'm, make, would, year, next, ain't, block, rock, fun, thinking, started, mad, bet, y'all, floor, game, lil, pop, straight, fuckin, knew, many, gave, can't, pull, city, right, top, ya, really, back, fall, took, that's, keep, day, stay, ooh, night, go, cause, never, got, know;0.135, 0.06, 0.054, 0.047, 0.037, 0.034, 0.034, 0.032, 0.027, 0.025, 0.025, 0.022, 0.022, 0.022, 0.021, 0.021, 0.019, 0.019, 0.019, 0.018, 0.016, 0.015, 0.015, 0.012, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.001, 0.001
Thunder;Gabry Ponte, LUM!X, Prezioso;Dance/Electronic;sung, thumbs, we're, thunder, river, air, drunk, rollin, wind, went, chug, la-da-da-di-da-di-oh, drop, rock, last, non-stop, jug, happenin, raisin, hall, drinking, sip, fame, burnin, raise, fill, higher, gotta, cup, shot, bottle, game, ready, party, control, wild, drink, together, top, getting, come, let's, place, please, fire, end, us, hey, til, get, better, life, time, let, take;0.272, 0.146, 0.114, 0.1, 0.09, 0.083, 0.082, 0.081, 0.08, 0.071, 0.031, 0.031, 0.023, 0.017, 0.016, 0.015, 0.015, 0.014, 0.013, 0.012, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003
Deep Down (feat. Never Dull);Alok, Ella Eyre, Kenny Dope, Never Dull;Dance/Electronic;deep, wishing, sounds, mine, could've, tried, fall, miss, dream, mind, right, foolish, bout, kinda, yeah, got, time, swear, control, highs, lie, hearing, tables, ya, wondering, messed, name, end, told, we're, wanna, oh, ooh, call, speak, calling, woo, gets, easy, around, mmm, strong, lonely, crazy, soon, go, turn, see, get, need, keep, think, every, cause, back, make;0.134, 0.09, 0.087, 0.072, 0.049, 0.04, 0.038, 0.038, 0.033, 0.029, 0.027, 0.027, 0.023, 0.019, 0.018, 0.017, 0.017, 0.017, 0.017, 0.016, 0.015, 0.015, 0.015, 0.015, 0.014, 0.014, 0.012, 0.012, 0.012, 0.011, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004, 0.003, 0.003, 0.003
Falling Back;Drake;Dance/Electronic;falling, wait, back, feeling, feel, ayy, healing, finding, nothing, know, revealing, whee, guardin, unreal, display, expected, fadin, heals, would, without, effort, say, showing, test, holdin, wherever, killing, fallin, supposed, holding, outta, yo, time, breath, deep, lose, way, i'm, real, see, everything, us, leave, face, stay, think, day, still, away, make, right, come, go, oh, like;0.231, 0.097, 0.077, 0.041, 0.036, 0.033, 0.032, 0.03, 0.029, 0.022, 0.02, 0.02, 0.02, 0.019, 0.019, 0.018, 0.018, 0.018, 0.017, 0.017, 0.016, 0.015, 0.015, 0.014, 0.014, 0.013, 0.013, 0.012, 0.012, 0.012, 0.012, 0.012, 0.011, 0.011, 0.009, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004, 0.003, 0.003, 0.002
Love Tonight - David Guetta Remix Edit;Shouse, David Guetta;Dance/Electronic;tonight, need, love, ooh, nothing's, reach, i'll, felt, together, arm, alone, answer, home, ever, weather, storm, us, moment, lonely, tired, help, feeling, know, nothing, never, call, like, there's;0.221, 0.104, 0.072, 0.047, 0.046, 0.037, 0.033, 0.033, 0.031, 0.025, 0.022, 0.022, 0.021, 0.021, 0.021, 0.02, 0.019, 0.018, 0.017, 0.017, 0.015, 0.014, 0.012, 0.012, 0.01, 0.01, 0.009, 0.009
Heaven Takes You Home (feat. Connie Constance);Swedish House Mafia, Connie Constance;Dance/Electronic;magic, make, struggle, takes, heaven, untouchable, backflip, tragic, greener, gates, breathing, show, hurts, home, grass, check, colours, grey, parts, wrong, nothing, small, pockets, fit, alone, fade, there's, perfect, still, tell, without, watch, come, best, took, turn, gone, back, world, end, away, good, want, see, cause, go, love, i'm;0.564, 0.171, 0.065, 0.059, 0.057, 0.055, 0.052, 0.047, 0.047, 0.044, 0.039, 0.038, 0.037, 0.036, 0.036, 0.029, 0.025, 0.021, 0.021, 0.021, 0.02, 0.019, 0.018, 0.018, 0.018, 0.017, 0.016, 0.015, 0.014, 0.012, 0.012, 0.012, 0.011, 0.011, 0.011, 0.01, 0.01, 0.009, 0.009, 0.009, 0.008, 0.007, 0.006, 0.005, 0.004, 0.004, 0.004, 0.003
