Title;Artist;Genre;Track URL;Lyrics;Language;Language Score
Blouse;Clairo;Folk;https://open.spotify.com/track/7brBeAX3RT0CMh3qbTBrIP;"Here we are, quiet at your kitchen table
With courtesy to little pet peeves
Napkins on laps, strands pulled back
I hang the scarf and my mom's anorak
Why do I tell you how I feel
When you're just looking down the blouse?
It's something I wouldn't say out loud
If touch could make them hear, then touch me now
If touch could make them hear, then touch me now
Talking to some who laugh and others scorned
I guess humor could help me after all
It's funny now, I'm just useless and a whore
But I get a cosign from your favorite one-man show
Why do I tell you how I feel
When you're too busy looking down my blouse?
It's something I wouldn't say out loud
If touch could make them hear, then touch me now
If touch could make them hear, then touch me now
If touch could make them hear, then touch me now
Now
Mm-mm-mm
Mm-mm-mm
Mm-mm-mm-mm-mm
Mm-mm-mm-mm-mm";en;0.9999971935175692
Guthrie;Julien Baker;Folk;https://open.spotify.com/track/2kNwTOVdZGCGROgAzjD1J0;"I only say
What I really mean
When I start talking
To you in my sleep
Oh, I can be honest
When I think it's a dream
I can make promises
Sober I'll never keep
And you can believe me
As long as you want
There's nothing inside of here
But blood and guts
When I hit the bottom
Start pulling up floorboards
Whatever I get
Always need just a little bit more
So I'm catching a ride now
To get on the first flight
You told me it scares you
The way that I was tonight
Oh, I miss when I was certain
About every little thing
So scared of forgetting that I put it down in ink
Used to call upon the Spirit, now I think Heaven lets it ring
Wanted so bad to be good
But there's no such thing
Ooh, ooh, ooh";en;0.9999973418661292
Catholic Country;Kings of Convenience, Feist;Folk;https://open.spotify.com/track/4sIGvv9NQzQ9JCpKXRANb3;"It's one o'clock in the morning
In a rented apartment
In a capital city
In a Catholic country
Got my back on the carpet
And my feet to the ceiling
To get the blood flowing
To numb the pain I'm feeling
The more I know about you
The more I know I want you
The less I care about who
Was there before I found you
The more I know about you
The more I know I want you
The less I care about who
Was there before I found you
Yesterday she took me
To a wintry garden
Past the forest of consciencе
On a curvy road
With every hour passing
I started to bеlieve in
The bubble I've been dreaming
Had a floor and a ceiling
(Oh, oh, oh)
The more I know I want
The more I know I
The more I know I want
The more I know I
The more I know I want
The more I know I
The more I know I want
The more I want you
The more I know I want
The more I know I
The more I know I want
The more I know I
The more I know I want
The more I know I
The more I know I want
The more I want you
Ah-ah
To be with someone so precious
That it makes me anxious
To be there by the target
And know that I can miss it
I never felt so lonely
As when you came and saw me
And the following moment
Took your eyes off me
The more I know about you
The more I know I want you
The less I care about who
Was there before I found you
The more I know about you
The more I know I want you
The less I care about who
Was there before I found you";en;0.9999950225490952
On My Way;Sons Of The East;Folk;https://open.spotify.com/track/7tvdONFIPzFajuWX0TrlIQ;"Just a moment lost in time
Rolling over in my mind
Ain't looking back
Not doing that
Heavy-hearted on the low
I've been running out of road
I'll turn it round
Ain't going down
Some got money, some got love
I ain't got nothing, but it's still enough
You can try to hold me, I can't stay
Oh now, I'll be on my way
Tie me up by my shoestrings
All the luck that I could bring
Was in my hands
I lost my chance
How much longer must I wait?
I spent a year at heaven's gate
Well, it's my turn now
Get ahead somehow
Oh yeah, some got money, some got love
I ain't got nothing, but it's still enough
You can try to hold me, I can't stay
Oh now, I'll be on my way
Yes, I will
I'll be on my way
Alright
I'll be on my way
Every time I hear your name
My whole world starts to shake
Oh no no, I can't wait
I'll be on my way, mhmm
Some got money, some got love
I ain't got nothing, but it's still enough
Try to hold me, I can't stay
Oh now, I'll be on my way
Alright
I'll be on my way
Yes, I will
I'll be on my way
(Some got money, some got love, oh yeah)
I'll be on my way
(Some got money, some got love, oh yeah)
I'll be on my way
Some got money, (some got money) some got love (some got love), oh yeah
I'll be on my way
Some got money, some got love, oh yeah
I'll be on my way
That's right";en;0.9999965362895064
Change;Big Thief;Folk;https://open.spotify.com/track/3HFBqhotJeEKHJzMEW31jZ;"Okay
Change like the wind
Like the water, like skin
Change like the sky
Like the leaves, like a butterfly
Would you live forever, never die
While everything around passes?
Would you smile forever, never cry
While everything you know passes?
Death's like a door
To a place we've never been before
Death, like space
The deep sea, a suitcase
Would you stare forever at the sun
And never watch the moon rising?
Would you walk forever in the light
To never learn the secret of the quiet night?
Still like a stone
Like a hill, like home
Still, what I find
Is you are always on my mind
Could I feel happy for you
When I hear you talk with her like we used to?
Could I set everything free
When I watch you holding her the way you once held me?
Change like the sky
Like the leaves, like a butterfly
Death, like a door
To a place we've never been before
Would you live forever, never die
While everything around passes?
Would you smile forever, never cry?";en;0.999996857314508
You and I;SYML, Charlotte Lawrence;Folk;https://open.spotify.com/track/7rsTP6MbfJqXT11RiDDo5a;"I wanna feel something
I wanna feel something
I drink to feel to something
I sleep and feel nothing
Maybe that's where you come in
Maybe that's where you and I begin
I want some good loving
I want some good loving
Want it to mean something
Set this old heart buzzing
Maybe that's where you come in
Maybe that's where you and I begin
No, I don't need a heavenly home
A place beyond the clouds with everyone we've ever known
It don't matter where we go
If you were born to run
I was made to run with you
I was made for you
I need some church, darling
I need some church, darling
I am a false prophet
I must confess, darling
Maybe that's where you come in
Maybe that's where you and I begin
Our love's a great mountain
Our love's a great mountain
Climbed up and fell down it
We lived to laugh about it
Well, baby, you and I survived
Maybe God thanks you that I'm alive
No, I don't need a heavenly home
A place beyond the clouds with everyone we've ever known
It don't matter where we go
If you were born to run
I was made to run with you
I was made for you
I was made for you
You
I wanna feel something
I want some good loving
Take me to church, darling
Our love's a great mountain
Baby, after all this time
Maybe home is you and I've arrived";en;0.9999959171621688
Get Down;Susto;Folk;https://open.spotify.com/track/1uWp3OTBE1pryDJ4igGD1q;"Sometimes
I get down
And other times
I get up
Cause I’m on the ground
In the streets
In my hands
In my face
Yeah, the last time
You came around
You took me by surprise
When I found you
Had me on the ground
In the streets
In my hands
In my face
I don't know
Wanna go
Wanna feel your embrace
I've been trying to find
Someone else with a little piece of my mind
I know
I see it in you
Oh, sometimes
I give up
Yeah, but other times
I can’t get enough
Cause I’m on the ground
In the streets
In my hands
In my facе
I wanna know
Wanna go
Wanna feel your embrace
I've been trying to find
Somеone else with a little piece of my mind
Let’s go!
I see it in you
Ah
Ah Ah Ah Ah";en;0.9999972799850132
Wait for You;Ocie Elliott;Folk;https://open.spotify.com/track/4du1sHf5pUhdEEwqtmOAi2;"Going away for a time
And I'm not following where you've gone
I'm told we'll be fine
You never know with a distance this long
But, I'm gonna wait for you
Yes, I'm gonna wait for you
I've been missing you a lot
I've been working the day right through
Every time that I stop
I rediscover a place without you
Yes, I'm gonna wait for you
Yes, I'm gonna wait for you
Yes, this is hard
But you can't stop a real love this way
On the boulevard
Impatient, awaiting that last day
When you come back
Come back
Yes, I'm gonna wait for you
Yes, I'm gonna wait for you";en;0.999996736085502
Virginia (Wind In The Night);The Head And The Heart;Folk;https://open.spotify.com/track/3dDaJo3QS9Bohk8wrG5Pvv;"Virginia don't sound like she used to
Walking home late
Smoke in my lungs and whiskey burning
In my veins
December won't be so forgiving
I'm haunted by a ghost
Of you and my past colliding
I can never go home
Wind in the night
Wind in the night
Thought that I heard you laughing
Wasn't that you, my darling?
Virginia don't sound like she used to
Virginia don't feel like she used to
But I can feel a heart beating for me, baby
I know her heart's beating for me, baby
Virginia don't sound like she used to
Virginia don't feel like she used to
But I can feel a heart beating for me, baby
I know her heart's beating for me, yeah
I've travelled all over in my life
But nothing's slowed me down
This place that I used to love
Well, it's just another town
Wind in the night
The wind in the night
Remember I caught you dancing alone in that first apartment
(Wind in the night)
Virginia don't sound like she used to
(The wind in the night)
Virginia don't feel like she used to
But I can feel a heart beating for me, baby
I know her heart's beating for me, baby
(Wind in the night)
Virginia don't sound like she used to
(The wind in the night)
Virginia don't feel like she used to
But I can feel a heart beating for me, baby
I know her heart's beating for me, yeah
(I can feel a heart beating for me, baby)
(I know her heart's beating for me, yeah)
Virginia don't sound like she used to
Virginia don't feel like she used to
I can feel a heart beating for me, baby
Another heart beating for me, yeah
(Wind in the night)
Virginia don't sound like she used to
(The wind in the night)
Virginia don't feel like she used to
But I can feel a heart beating for me, baby
I know her heart's beating for me, yeah
(Wind in the night)
Virginia don't sound like she used to
(The wind in the night)
Virginia don't feel like she used to
But I can feel a heart beating for me, baby
I know her heart's beating for me, yeah
Wind in the night
The wind in the night
Wind in the night
The wind in the night";en;0.9999988762972968
John Wayne;Whiskey Myers;Folk;https://open.spotify.com/track/0gjUYiqimLvi6QxJ0Od2Dg;"My grandpa had a rifle that he took from a Vietcong
But he pawned it on a guitar when he got back from Saigon
Every now and then I think about him when I set down to play
Swing Low Sweet Chariot, Amazing Grace
So let the beat roll on, I'm 'bout to get in the zone
I been locked up all by myself but I'm known to grow my own
I burn it till it's gone like there ain't nothing wrong
I'm just out in the shade watching the world go up in flames
(Up in flames)
I was born from barbwire, I been stuck out in the fray
I'ma shed this mortal coil like a canebrake rattlesnake
I'm gonna feast among the righteous, gonna see my friends again
I'ma dance outside the gates, hoping like hell they let me in
So let the beat roll on, I'm 'bout to get in the zone
I been locked up all by myself but I'm known to grow my own
I burn it till it's gone like there ain't nothing wrong
I'm just out in the shade watching the world go up in flames
(Up in flames)
(Oh, yeah)
(Oh, yeah)
(Oh, yeah)
California's burning, it's snowing in the pines
They say the world is ending, well, maybe it's about time
Have we forgot about the children? Forgot about love?
Have we forgot about forgiveness from the good Lord up above?
So let the beat roll on, I'm 'bout to get in the zone
I been locked up all by myself but I'm known to grow my own
I burn it till it's gone like there ain't nothing wrong
I'm just out in the shade watching the world go up in flames
(Up in flames)
Watching the world go up in flames
Watching the world go up in flames
(Oh, yeah)
(Oh, yeah)
(Oh, yeah)
(Oh, yeah)";en;0.999998695433182
Line Of Fire;José González;Folk;https://open.spotify.com/track/2ET7YTxeo4tn7BlUGs3t4Y;"What would you do
If it all came back to you?
Each crest of each wave
Bright as lightning
What would you say
If you had to leave today?
Leave everything behind
Even though for once, you’re shining
You’re standing on higher ground
But when you hear the sound you realise it’s just the wind
And you notice it matters
Who and what you let under your skin
If put to the test
Would you step back from the line of fire?
Hold everything back
All emotions and desires
Convince yourself
To be someone else
And hide back from the world
Your lack of confidence
What you choose to believe in
Dictates your rise or your fall
Dictates your rise or your fall
With no one else around you
No one to understand you
No one to hear your calls
Look through all your dark corners
When you’re backed up against the wall
Step back from the line of fire
Step back from the line of fire
Step back from the line of fire
Step back from the line of fire";en;0.9999970677268186
Sam;Sturgill Simpson;Folk;https://open.spotify.com/track/1kKDVYavcoEH5N6R6ezM6T;"Well, a good dog on the ground's worth three in the saddle
No matter where you're from
Been many good dog was a friend to a man
But Sam was the greatest one
He was a hound of hounds
He was the wonder of all walkers
He loved howlin' at the moon
He loved treein' that raccoon
Most of all, he was my best friend
And he's gone too soon
He was the runt of the litter, but a plenty mean pup
Put Sam on the scent, and he never let up
Spent his nights on the porch, chеwin' on a bare bone
Now he's undеrground, and I'm all alone
Well, a good dog on the ground's worth three in the saddle
No matter where you're from
Been many good dog was a friend to a man
But Sam was the greatest one
He was a hound of hounds
He was the wonder of all walkers
He loved howlin' at the moon
He loved treein' that raccoon
Most of all, he was my best friend
And he's gone too soon";en;0.9999976493824334
Goodbye Mr. Blue;Father John Misty;Folk;https://open.spotify.com/track/7ydJaSdC8Au68eYgspNznY;"This may be the last time
The last time I put on my shoes
Go down to the corner
And buy the damn cat the expensive food
That Turkish Angora is 'bout the only thing left of me and you
Early this morning, it started making sounds that say
""Don't the last time come too soon?
One down, eight to go, but it's no less true
Don't the last time come too soon?""
This may be the last time
Last time I get out of bed
Put coffee on and try, in your words
""To show some initiative""
We used to lay around here laughing
At what these freaks out there were trying to prove
Well, what's wasting time if not throwing it away on work
When the last time comes so soon?
Mr. Blue died in my arms, nothing they could do
Don't the last time come too soon?
Love's always gonna leave ya
No matter what they say
You only know what it is once it's gone away
This may be the last time
The last time I lay here with you
Do you swear it's not the cat?
You don't have to answer that
I'll just make do
But maybe if he'd gone sooner
Could've brought us back together last June
When the last time was our last time
If only then I knew
The last time was our last time
Would've told you that the last time comes too soon
When the last time was our last time
Should've told you that the last time comes too soon";en;0.9999976946923328
Phoenix (feat. Fleet Foxes & Anaïs Mitchell);Big Red Machine, Fleet Foxes, Anaïs Mitchell;Folk;https://open.spotify.com/track/4Vs2i8GdP5s7vd8vfSRcDk;"Out in the loading bay light
Watching the fog recede
Divided the flame you slowly gave to me
Sign of relief in my mind
But I only caught you the one time
Later I'd watch you and wonder what it was like
How do you bear the full weight?
How does the long way feel?
Kneading your hand too tight against the wheel?
How do you stay in that tower?
How do you reckon your own power?
How does the wheel not turn hour on hour on hour?
I was trying to find my way
I was thinking my mind was made
But you were making my heart change shape
It's all that I could take
I was trying to find my way
I was thinking my mind was made
But you were making my heart change shape
It's all that I could take
How do you bear the full weight?
How does the long way feel?
Kneading your hand too tight against the wheel?
How do you stay in that tower?
How do you reckon your own power?
How does the wheel not turn hour on hour on hour?
I was trying to find my way
I was thinking my mind was made
But you were making my heart change shape
It's all that I could take
I was trying to find my way
I was thinking my mind was made
But you were making my heart change shape
It's all that I could take, now
I was trying to find my way
I was thinking my mind was made
But you were making my heart change shape
It's all that I could take, now
I was trying to find my way
I was thinking my mind was made
But you were making my heart change shape
It's all that I could take, now
How do you stay in that tower?
How does the long way feel?
How does the wheel not turn hour on hour on hour?
(Trying to find my way)
(I was thinking my mind was made)
(All that I, all that I could)";en;0.9999963164450576
Sunday Funday;TOLEDO;Folk;https://open.spotify.com/track/2OjZhG8BnvrsVWqGnZk4PO;"I'm sorry that I don’t know how to talk about drinking
You said dad's on the bend and you're sending those texts while you’re shaking away
I'm holding my nose and jumping into this
Faking the lines
'Cause I just see the frame
I was never that good with the painting
You're crying and sober
'Cause Sunday is over
And I'm trying to handle you as tight as I can
You're lying awake
You're turning away and detaching
’Cause whenever I ask what it is you say ""thank you for asking again""
For holding my hand
For helping me handle, see I’m laughing
And adjusting the frame so you don't see the pain when it happens
But you’re crying and sober
'Cause Sunday is over
And I'm trying to handlе you as tight as I can";en;0.9999970882231288
Certainty;Big Thief;Folk;https://open.spotify.com/track/3i7XRi2UyvGTdJawJRkVhd;"Name on the line, last request
Pull the car over to find some rest
Saying ""I love you""
Need to lie here, need to leave
Living in the debt of make-believe
Saying I owe you
Crooked as a crow gnawing on dawn
Shadow from the grass in the dirt on the lawn
Why do I string you along?
My certainty is wild, weaving
For you, I am a child, believing
You lay beside me sleeping on a plain
In the future
Sit on the phone, watch TV
Romance, action, mystery
Wanted to show you
Sine wave is a particle ride
Bring your light out, then in on the tide
Maybe I love you
Maybe I love you is a river so high
Maybe I love you is a river so low
I love you, still don't know
My certainty is wild, weaving
For you, I am a child, believing
You lay beside me sleeping on a plane
In the future
My certainty is wild, weaving
For you, I am a child, believing
You lay beside me sleeping on a plain
In the future";en;0.9999989160673076
The Way Back Home;Aisha Badru;Folk;https://open.spotify.com/track/3PTsvzTENG4jREGGQz9xpb;"You and I are both the same
That’s how I know that you won’t stay
There’s a world out there and it’ll come calling
Calling out your name
You’ve got untied ends you need to complete
And it’s got nothing to do with me
They will call your name and you will go running
Baby, that is alright with me
As you run towards the horizon
And venture out into the cold
I will keep the fire burning
To light the way back home
You and I are both the same
That’s how I know it’ll go this way
There’s a world out there and it’ll come calling
And I won’t ask for you to stay
So go ahead and see what you need to see
I can only hope that you think of me
And when your feet are tired and swollen
Follow the sound of this mеlody
As you run towards the horizon
And venture out into thе cold
I will keep the fire burning
To light the way back home
As you come upon the crossroad
Keep your eyes fixed to the glow
I will keep the fire burning
To the light the way back home
To light the way back home
To light the way back home";en;0.9999976309061434
Love Me Like You Used To;Lord Huron;Folk;https://open.spotify.com/track/0JfpIwZfcRwDzD6GRYzfKN;"I've been lost before and I’m lost again, I guess
But I never lost this feeling or this pounding in my chest
I have travelled many miles, I don't want to walk no more
Every road and every highway led me right back to your door
Love me like you used to and I'll praise you like I should
Love me if you choose to, though you say that I’m no good
I dream most every night that I never left you
Do you love me anymore? Does my memory remain?
Lord I know I made mistakes, but I am different now I'vе changed
When I open up your door, will you know mе from the rest?
Will you let me lay beside you? Will you grant me my request?
Love me like you used to and I'll praise you like I should
Love me if you choose to, though you say that I'm no good
I swear this time around I'm going to stay
When I dream, I'll only dream of you
I curse the goddamn day that I went and left you
Love me like you used to and I'll praise you like I should
Love me if you choose to, though you say that I'm no good
Love me like you used to and I’ll praise you like I should
I don’t want to lose you, I would change it if I could
I can't erase the day that I went and left you";en;0.9999957991908316
Worry No More;Amos Lee;Folk;https://open.spotify.com/track/4Fl07whZv6iX3LK9FDy1gT;"Even if it don't come true
Dreaming is what dreamers do
Evan's keys on green to blue
Are never gray
Even if it all goes bust
Your pretty pearls all fade to rust
Angel wings to angel dust
Every day
Worry no more
Oh, worry no more
There's an open door for you
Worry no more
Oh, worry no more
There's an open door for you
When you're walking through the clouds
Bottles break in angry crowds
Lion tamers can't be found
Anywhere
Listening to the sounds of miles
Spanish sketches, playground smiles
Crowded streets and empty vials
For all to share
Worry no more
Oh, worry no more
There's an open door for you
Worry no more
Oh, worry no more
There's an open door for you
Keep climbing
Keep climbing
Keep climbing
Keep climbing
Keep climbing
Worry no more
Oh, worry no more
There's an open door for you
Worry no more
Oh, worry no more
There's an open door for you
Worry no more
Oh, worry no more
There's an open door for you
Worry no more
Oh, worry no more
There's an open door for you
Worry no more
Oh, worry no more
There's an open door for you
Worry no more
Oh, worry no more
There's an open door for you";en;0.9999955281958602
Fourth of July - April Base Version;Sufjan Stevens;Folk;https://open.spotify.com/track/1qufJFcGOXDdfA9kryBCQG;"The evil, it spread like a fever ahead
It was night when you died, my firefly
What could I have said to raise you from the dead?
Oh, could I be the sky on the Fourth of July?
""Well, you do enough talk
My little hawk, why do you cry?
Tell me, what did you learn from the Tillamook burn?
Or the Fourth of July?
We're all gonna die""
Sitting at the bed with the halo at your head
Was it all a disguise, like junior high?
Where everything was fiction, future, and prediction
Now, where am I? My fading supply
""Did you get enough love, my little dove?
Why do you cry?
And I'm sorry I left, but it was for the best
Though it never felt right
My little Versailles""
The hospital asked, ""Should the body be cast?""
Before I say goodbye, my star in the sky
Such a funny thought to wrap you up in cloth
Do you find it all right, my dragonfly?
""Shall we look at the moon, my little loon?
Why do you cry?
Make the most of your life, while it is rife
While it is light
Well, you do enough talk
My little hawk, why do you cry?
Tell me, what did you learn from the Tillamook burn?
Or the Fourth of July?
We're all gonna die""
We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die";en;0.9999970163498952
Russell County Line;49 Winchester;Folk;https://open.spotify.com/track/68i0Y8xMaYxLHSeUu4uWtA;"And I have traveled such a distance just to see the smile that's on your face
And I have traveled far and wide and I have died and lived and flown through time and space
And the most familiar happiness I've ever known is here with me again
Tucked away inside my home this rolling stone has found a rock to call his friend
And if you wonder where my heart is when I'm out on the road
It's right at home, I left it honey just for you to hold
And if you wonder how I'm doin' know that I am doin' fine
But I wish I was in Virginia on the Russell Country linе
Captivated by your beauty I look at you and see the onе I love
Reunited in this tomb where our pride died and is buried from above
And in that dirt was planted seeds of hope and from them grew the flowers of our lives
And All our favourite little things that true loves brings, all the times we laughed and cried
And if you wonder where my heart is when I'm out on the road
It's right at home, I left it honey just for you to hold
And if you wonder how I'm doin' know that I am doin' fine
But I wish I was in Virginia on the Russell Country line
And if you wonder where my heart is when I'm out on the road
It's right at home, I left it honey just for you to hold
And if you wonder how I'm doin' know that I am doin' fine
But I wish I was in Virginia on the Russell Country line
I wish I was in Virginia on the Russell Country line";en;0.9999959473538866
Small Town Hypocrite;Caylee Hammack, Chris Stapleton;Folk;https://open.spotify.com/track/7Bpivl6q9y2FgSp1nr5MZ8;"Hand-me-down dreams got me high in the rafters
Homecoming queen couldn't be an outsider
So there I'd sit, with a cigarette lit, in a leather jacket
I found a boy who was a stranger too
In a one-horse town at a table for two
We had matching scars and matching tattoos
Both dyin' to fit in
Ain't that some shit?
We're just small town hypocrites
And that scholarship was a ship that sailed
When I chose you and daddy gave me hell
I made myself into someone else just to love you, damn, I loved you
Took all my plans and I put 'em in a box
Phantom pains for the wings I lost
Had me circling rings in the catalogs
For seven years, and you never got the hint
Ain't that some shit?
I'm just a small town hypocrite
Swore we'd be running, running, running this town
But you're just running, running, running around
And I'm staring at a picket fence
Wonderin' where the hell time went
I should've been running, running, running by now
But I just hang around
Love shot me out like a rocket
Never to return, and man, I forgot it
How it feels to fall from orbit and land on shifting sands
I found my heart at the bottom of a bucket
You said you needed space, and damnit, I bought it
'Til you moved in a vinyl-sided double-wide with a couple of her kids
Ain't that some shit?
You're just a small town hypocrite
Swore we'd be running, running, running this town
But you're still running, running, running around
And I'm staring at a picket fence
Wonderin' where the hell time went
I should've been running, running, running by now
But I just hang around
Oh, now I bitch about how things turned and how they should've been
The bridges that I burned and the trains I didn't catch
Like a small town hypocrite
Just a small town hypocrite";en;0.9999965940054368
Sweet Ever After (feat. Bear Rinehart of NEEDTOBREATHE);Ellie Holcomb, Bear Rinehart, NEEDTOBREATHE;Folk;https://open.spotify.com/track/0zdLZywwUVyg8xnzzxgDBP;"Ooh, yeah, yeah, yeah
Ooh-ooh-ooh
Ooh, yeah, yeah, yeah
Ooh-ooh-ooh-ooh
In the spirit of David, and the cracks of the walls
And the schemes that we're all running
We're exposed to the rain coming down from the clouds
And the fire that falls from Heaven
But our tragedy binds what our ignorance hides
We all wind up here together
Yeah, our bodies are tied and our souls, they are blind
Bones broken by the weathеr
Got a lot of bad days still comin' our way
But a sweet ever after
Wind and wavеs breaking over our walls
But the ship, it don't shatter
The real life lesson 'bout a life well-lived
Is you lose what don't matter
But the sun's coming up on the stairway to Heaven
In the sweet ever after
In the sweet ever after
Woke up terrified in the middle of the night
To a storm, our whole house was shaking
Didn't know where to hide, the winds howling outside
Sounded like everything was breaking
Well, the tears fell like rain, when the morning light came
In the wake of that disaster
Brick and stone in the street, shattered glass in our feet
Homes splintered by the weather
(Listen) Got a lot of bad days still coming our way
But a sweet ever after (But a sweet ever after)
Wind and waves breaking over our walls
But the ship, it don't shatter (But the ship, it don't shatter)
The real life lesson 'bout a life well-lived
Is you lose what don't matter (Is you lose what don't matter)
But the sun's coming up on the stairway to Heaven
In the sweet ever after
In the sweet ever after
If we listen
There's a sound
Beneath the footprints
In all our towns
We're connected
Like waves of grain
When we break wide open
We're all the same
When we break open
We're all the same
Got a lot of bad days still coming our way
But a sweet ever after
Wind and waves breaking over our walls
But the ship, it don't shatter (But the ship, it don't shatter)
Well, the real life lesson 'bout a life well-lived
Is you lose what don't matter (Is you lose what don't matter)
But the sun's coming up on the stairway to Heaven
In the sweet ever after (In the sweet ever after)
In the sweet ever after (In the sweet ever after)
In the sweet ever after (In the sweet ever after)
In the sweet ever after (In the sweet ever after)";en;0.9999949283697463
My Ego Dies At The End;Jensen McRae;Folk;https://open.spotify.com/track/2qpmDv8xnUxULb5TlDk9yS;"I think I lost something in the water
I tried to swim to it
I could not swim to it
Drowned in a dream that should've made me stronger
I tried to swim through it
I could not swim through it
Leave my body and the party early
Cry on the train, playin' Justin Vernon
Such a long walk back to thirtieth
I have the dream again, I have the dream again
My ego dies at the end, it's ego death
I live the dream like I still don't know what it meant
Who am I? I've lost the thread
My ego dies at the end
Mm, mm-mm, mm-mm, mm, mm, mm-mm, mm-mm, mm, mm
Mm, mm-mm, mm-mm, mm, ah, ah-ah, ah-ah, ah, ah
I lost the girl I was over a winter
I tried to cry for it
I could not cry for it
Sank down to search the bottom of the river
I tried to die for it
I could not die for it
Leave my body and the water early
Tried baptism but it felt like burning
If I don't write about it, was it really worth it?
I have the dream again, I have the dream again
My ego dies at the end, it's ego death
I live the dream like I still don't know what it meant
Who am I? I've lost the thread
My ego dies at the end
Leave my body and my ego early
Kill it kind with a surgeon's mercy
Claim I ""put it out of its misery""
I have the dream again, I have the dream again
My ego dies at the end, it's ego death
I live the dream like I still don't know what it meant
Who am I? I've lost the thread
My ego dies at the end
Mm, mm-mm, mm-mm, mm, mm, mm-mm, mm-mm, mm, mm
Mm, mm-mm, mm-mm, mm, ah, ah-ah, ah-ah, ah, ah";en;0.9999970494074736
Mine Forever;Lord Huron;Folk;https://open.spotify.com/track/46K1MMwKf29weyCTKb2cjM;"If you ever want to see my face again I want to know
If you ever get lonely please let me know
If you never want to see my face again I'll understand
If forever gets lonely take my hand
Don't laugh, you'll make me cry
So long, good luck, goodbye
I know we will be together
In my mind you're mine forever
In my mind you're mine forever
If you're ever gonna leave this place, don't wait, it's time to go
If you really want to stay I'll go alone
If you tell me where to meet there I'll wait 'til I turn to bones
Oh, we really should have left here long ago
Na-na, keep moving
Na-na
Na-na, keep moving
Na-na
Love is strange, I can't sleep without you
Maybe in the grave I can dream about you
Everybody lies but I'll never doubt you
I don't want to die but I can't live without you
I'm much too young to die
So long, my love, goodbye
We will always be together
In my mind you're mine forever
In my mind you're mine forever
In my mind you're mine forever
In my mind you're mine forever
In my mind you're mine forever
If you ever want to see my face again I want to know
If you never want to see my face again I want to know
Je ne t'oublierai pas
Je te laisserai dans la lumière déclinante
Puis-tu vivre jusqu'à ta mort
Je te verrai dans une autre vie
Je te verrai dans une autre vie";en;0.9999967853377032
See the World;Brett Dennen;Folk;https://open.spotify.com/track/2SWF7MUtjpdeUxE1eDS5kc;"Where are you going my brown eyed son?
You used to crawl but now you run
You started off on a road half dark
And the river curled into a question mark
Will you sleep on diamond beaches, dear?
And drink from prism streams so clear?
You don't have to be rich to get around
There are mansions growing out of the ground
Days go by
Get out and see the world
Days go by
Get out and see the world with your own eyes
Now the journey took you far from home
And pushed you out of your comfort zone
There are kids out there with war paint on
And hearts break like crayons
Bеfore you left, the world was small
Now thе hills are bleeding like waterfalls
There are a lot of bad things that are buried shallow
And cries for help with no echoes
Days go by
Get out and see the world
Days go by
Get out and see the world with your own eyes
It's hard to see what you're going through
Just knowing can beat up on you
You'll spend some time in the waiting place
And the purest things may leave no trace
Go up the mountain top and shine
I'll reflect it on my long decline
I've gathered sunsets in my prime
Now I'm planting trees I'll never climb
Days go by
Get out and see the world
Days go by
Get out and see the world with your own eyes
Your own eyes
Your own eyes
Your own eyes";en;0.9999970150932936
Ready or Not (feat. Sierra Ferrell);Shakey Graves, Sierra Ferrell;Folk;https://open.spotify.com/track/2NAOqvZIf7onZ4kDLU560I;"Ready or not
Here comes the weekend
I'll be walkin' around, talkin' a lot
Lord knows I don't need a reason
To tell myself I'll be alright
I hope that it's true
I'm already out for the night
Why not make it two?
My God, ready or not
Here comes the wedding
You wear the white, I'll say why not (I'm so excited)
You're always forgetting
To tell ourselves we'll be alright
Let's hope it's true
You're already one of a kind
Why not make it two?
So I say ready or not
Here comes the funeral
You wear the black and I'll pick the plot
It's all so unusual
Saying we'll all be alright
And you know that ain't true
It's always a matter of time
What else can you do?
We're already telling a lie
Why not make it two?";en;0.9999964309667858
