Title;Artist;Genre;Track URL;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;time_signature
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine;Pop;https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl;0.824;0.862;2.0;-3.424;1.0;0.126;0.0076;0.000132;0.303;0.801;122.98;169153.0;4.0
I WANNA BE YOUR SLAVE;Måneskin;Pop;https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk;0.75;0.608;1.0;-4.008;1.0;0.0387;0.00165;0.0;0.178;0.958;132.507;173347.0;4.0
MONEY;LISA;Pop;https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q;0.831;0.554;1.0;-9.998;0.0;0.218;0.161;6.12e-05;0.152;0.396;140.026;168228.0;4.0
Something in the Orange;Zach Bryan;Pop;https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI;0.369;0.192;4.0;-12.151;0.0;0.04;0.555;8.35e-06;0.0954;0.148;175.212;228013.0;3.0
10 Things I Hate About You;Leah Kate;Pop;https://open.spotify.com/track/6Jkm5kUldvIqxzI1Pa7nXH;0.544;0.786;8.0;-2.97;1.0;0.0501;0.00991;0.0;0.169;0.446;153.967;157138.0;4.0
Oh My God;Adele;Pop;https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX;0.534;0.725;1.0;-3.906;1.0;0.046;0.091;0.0;0.0264;0.55;88.098;225149.0;4.0
Words (feat. Zara Larsson);Alesso, Zara Larsson;Pop;https://open.spotify.com/track/1bgKMxPQU7JIZEhNsM1vFs;0.739;0.586;10.0;-5.079;0.0;0.0472;0.0245;0.000252;0.308;0.444;124.026;142677.0;4.0
Sunshine;OneRepublic;Pop;https://open.spotify.com/track/5r43qanLhUCdBj8HN3fa6B;0.697;0.875;5.0;-4.621;1.0;0.034;0.137;0.0;0.28;0.774;140.069;163855.0;4.0
Out of Time;The Weeknd;Pop;https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV;0.65;0.76;0.0;-4.422;0.0;0.0446;0.255;0.0;0.339;0.838;93.057;214194.0;4.0
Get Into It (Yuh);Doja Cat;Pop;https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb;0.912;0.655;8.0;-6.029;0.0;0.162;0.315;3.39e-05;0.0894;0.793;91.942;138293.0;4.0
Fingers Crossed;Lauren Spencer-Smith;Pop;https://open.spotify.com/track/3yMC1KsTwh0ceXdIe4QQAQ;0.56;0.473;5.0;-7.23;1.0;0.0533;0.618;0.0;0.31;0.441;109.414;175345.0;4.0
HOTEL LOBBY (Unc & Phew);Quavo, Takeoff;Pop;https://open.spotify.com/track/0QNNd0qMCDbraS1nQPg3aA;0.821;0.636;11.0;-4.479;1.0;0.169;0.142;0.0;0.233;0.163;127.961;142657.0;4.0
Beautiful Mistakes (feat. Megan Thee Stallion);Maroon 5, Megan Thee Stallion;Pop;https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL;0.713;0.676;10.0;-5.483;1.0;0.027;0.0377;0.0;0.154;0.721;99.048;227395.0;4.0
2step (feat. Lil Baby);Ed Sheeran, Lil Baby;Pop;https://open.spotify.com/track/1qqSQhDwPXl8WY0Fxx9kIt;0.693;0.643;4.0;-5.867;0.0;0.0828;0.138;0.0;0.108;0.477;95.055;163450.0;4.0
Tek It - Sped Up;Cafuné;Pop;https://open.spotify.com/track/0MnTkIEP4zZN1IUSu8MvIz;0.348;0.95;10.0;-5.049;0.0;0.124;9.93e-05;9.68e-06;0.0868;0.377;168.964;166859.0;4.0
So Good;Halsey;Pop;https://open.spotify.com/track/6kxaaIeowajN7w21PfMLbu;0.576;0.627;3.0;-4.649;0.0;0.0449;0.0385;0.0;0.181;0.311;164.998;176059.0;4.0
Rich Minion;Yeat;Pop;https://open.spotify.com/track/1JIgFmCP5OCTEGV866WP3b;0.639;0.518;7.0;-13.892;0.0;0.312;0.108;0.0;0.307;0.497;145.058;165517.0;4.0
family ties (with Kendrick Lamar);Baby Keem, Kendrick Lamar;Pop;https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN;0.711;0.611;1.0;-5.453;1.0;0.33;0.00588;0.0;0.23;0.144;134.093;252262.0;4.0
sTraNgeRs;Bring Me The Horizon;Pop;https://open.spotify.com/track/5fpq1wF8xa5tSSlcKHdmGQ;0.346;0.939;5.0;-3.061;1.0;0.182;0.000231;0.0;0.433;0.526;183.147;195748.0;3.0
Hold On;Justin Bieber;Pop;https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5;0.658;0.634;1.0;-6.068;0.0;0.0431;0.0104;0.0;0.12;0.302;140.002;170813.0;4.0
OUT OUT (feat. Charli XCX & Saweetie);Joel Corry, Jax Jones, Charli XCX, Saweetie;Pop;https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ;0.787;0.833;8.0;-4.403;1.0;0.0478;0.018;0.00747;0.0374;0.796;123.97;162604.0;4.0
Family Line;Conan Gray;Pop;https://open.spotify.com/track/0iNZGC211wst3VjtobNnC5;0.326;0.397;6.0;-8.145;1.0;0.0461;0.619;0.0;0.0979;0.276;153.713;216095.0;3.0
RAPSTAR;Polo G;Pop;https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg;0.789;0.536;6.0;-6.862;1.0;0.242;0.41;0.0;0.129;0.437;81.039;165926.0;4.0
Lost Without You (with Dean Lewis);Kygo, Dean Lewis;Pop;https://open.spotify.com/track/1eGW1YBT17a5G1hKPWrpW7;0.621;0.575;11.0;-6.243;1.0;0.0564;0.265;0.0;0.0932;0.343;117.887;203610.0;4.0
Plan A;Paulo Londra;Pop;https://open.spotify.com/track/2gpQi3hbcUAcEG8m2dlgfB;0.583;0.834;0.0;-4.875;1.0;0.0444;0.0495;0.0;0.0658;0.557;173.935;178203.0;4.0
Devil Doesn’t Bargain;Alec Benjamin;Pop;https://open.spotify.com/track/1zu2GKHPJIsUu80SUJX4H4;0.448;0.606;3.0;-4.565;1.0;0.0609;0.577;0.0;0.217;0.483;121.15;163613.0;4.0
love nwantiti (feat. Dj Yo! & AX'EL) - Remix;CKay, Dj Yo!, AX'EL;Pop;https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU;0.579;0.596;8.0;-4.823;1.0;0.0561;0.436;0.0938;0.0549;0.443;119.9;188369.0;3.0
Don't Go Yet;Camila Cabello;Pop;https://open.spotify.com/track/1qCHidBbWAgv3pn6UbZ4Lg;0.666;0.796;10.0;-6.967;0.0;0.103;0.0492;0.0;0.0442;0.61;110.108;164842.0;4.0
Ain't Shit;Doja Cat;Pop;https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm;0.855;0.488;3.0;-4.601;1.0;0.208;0.506;0.0;0.347;0.619;124.097;174253.0;4.0
Sobrio;Maluma;Pop;https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w;0.762;0.77;5.0;-2.758;1.0;0.223;0.138;0.0;0.15;0.631;177.998;201181.0;4.0
Acapulco;Jason Derulo;Pop;https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ;0.774;0.792;10.0;-4.021;1.0;0.0523;0.051;0.0;0.155;0.507;122.062;139672.0;4.0
Summer of Love (Shawn Mendes & Tainy);Shawn Mendes, Tainy;Pop;https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6;0.776;0.808;11.0;-4.501;1.0;0.117;0.0297;0.000127;0.103;0.494;123.988;184104.0;4.0
Rock and A Hard Place;Bailey Zimmerman;Pop;https://open.spotify.com/track/4686eQ81DEswHa90bcdlC9;0.582;0.568;1.0;-7.3;1.0;0.0275;0.577;0.0;0.105;0.394;121.991;207541.0;3.0
Part Of The Band;The 1975;Pop;https://open.spotify.com/track/79vEv8zqy9tLYsTxxkXHXq;0.717;0.51;6.0;-8.225;1.0;0.0462;0.755;0.105;0.25;0.831;142.01;260149.0;4.0
Numb Little Bug;Em Beihold;Pop;https://open.spotify.com/track/3o9kpgkIcffx0iSwxhuNI2;0.742;0.527;8.0;-6.892;0.0;0.0769;0.327;0.0;0.25;0.638;84.974;169238.0;4.0
Goosebumps - Remix;Travis Scott, HVME;Pop;https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9;0.841;0.593;1.0;-7.846;1.0;0.0379;0.418;0.0;0.124;0.808;124.917;162803.0;4.0
Wildest Dreams (Taylor's Version);Taylor Swift;Pop;https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL;0.583;0.67;8.0;-7.289;1.0;0.0646;0.0374;0.0001;0.126;0.498;140.061;220433.0;4.0
Green Green Grass;George Ezra;Pop;https://open.spotify.com/track/4N5s8lPTsjI9EGP7K4SXzB;0.685;0.738;8.0;-4.413;1.0;0.0595;0.0695;0.0;0.128;0.8;112.972;167614.0;4.0
Never Really Loved Me (with Dean Lewis);Kygo, Dean Lewis;Pop;https://open.spotify.com/track/1O73ZKgl0THUImkHW6dfAL;0.614;0.642;1.0;-5.473;1.0;0.0449;0.289;0.0;0.13;0.218;117.94;202158.0;4.0
Happier Than Ever - Edit;Billie Eilish;Pop;https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo;0.334;0.599;0.0;-5.742;1.0;0.0365;0.0468;0.000392;0.205;0.127;161.74;151444.0;3.0
She Had Me At Heads Carolina;Cole Swindell;Pop;https://open.spotify.com/track/200x8ONbPfFzByUr3fVz46;0.607;0.912;8.0;-3.449;1.0;0.0611;0.124;0.0;0.332;0.722;134.944;206107.0;4.0
Thunder;Gabry Ponte, LUM!X, Prezioso;Pop;https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB;0.67;0.896;1.0;-4.673;1.0;0.058;0.0342;3.21e-05;0.344;0.403;101.216;160000.0;3.0
Dua Lipa;Jack Harlow;Pop;https://open.spotify.com/track/0LnS7aOdOdI1dNKZqdOLz4;0.833;0.652;11.0;-6.942;1.0;0.0762;0.00161;0.0985;0.106;0.405;158.022;135053.0;4.0
Lost Me;Giveon;Pop;https://open.spotify.com/track/6TSO4hwz9WGrEUY7ABGVim;0.428;0.443;2.0;-8.955;0.0;0.101;0.525;1.76e-05;0.219;0.2;87.934;180954.0;4.0
Nostálgico;Rvssian, Rauw Alejandro, Chris Brown;Pop;https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e;0.734;0.846;9.0;-3.425;0.0;0.0489;0.166;1.74e-06;0.235;0.604;98.026;209884.0;4.0
Deep Down (feat. Never Dull);Alok, Ella Eyre, Kenny Dope, Never Dull;Pop;https://open.spotify.com/track/7MIhUdNJtaOnDmC5nBC1fb;0.687;0.818;0.0;-4.221;1.0;0.0778;0.0112;0.0;0.248;0.886;125.952;165753.0;4.0
Maybe You’re The Problem;Ava Max;Pop;https://open.spotify.com/track/0sb8ClU3CLoNblxkpmOKzA;0.53;0.835;9.0;-3.69;1.0;0.11;0.0453;0.0;0.0637;0.471;166.02;190319.0;4.0
Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again);Lil Nas X, YoungBoy Never Broke Again;Pop;https://open.spotify.com/track/3GbQcjKWT7eVpUfzqwUjxv;0.872;0.422;1.0;-7.415;0.0;0.363;0.0254;0.0;0.109;0.778;149.956;180666.0;4.0
ZOOM;Jessi;Pop;https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9;0.874;0.6;6.0;-6.064;1.0;0.158;0.00942;0.0;0.126;0.457;100.012;174840.0;4.0
Falling Back;Drake;Pop;https://open.spotify.com/track/5zyZM1EiSqrniyqtprwxpv;0.718;0.758;10.0;-8.29;1.0;0.0703;0.238;0.00653;0.11;0.349;118.989;266179.0;4.0
brutal;Olivia Rodrigo;Pop;https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC;0.672;0.526;4.0;-6.446;1.0;0.0599;0.0311;1.37e-06;0.28;0.28;123.999;143747.0;4.0
Illusion;aespa;Pop;https://open.spotify.com/track/396FqjKmViUZ92Wmm4rx3i;0.75;0.718;2.0;-2.817;0.0;0.0468;0.0814;1.75e-05;0.322;0.592;90.027;195053.0;4.0
Dandelions - slowed + reverb;Ruth B., slater;Pop;https://open.spotify.com/track/6fhG2KJgwO7CrNflRaRmvp;0.573;0.715;8.0;-3.293;0.0;0.0256;0.0444;0.0;0.0898;0.258;101.699;268717.0;3.0
Way 2 Sexy (with Future & Young Thug);Drake, Future, Young Thug;Pop;https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG;0.803;0.597;11.0;-6.035;0.0;0.141;0.000619;4.5e-06;0.323;0.331;136.008;257605.0;4.0
Breakfast;Dove Cameron;Pop;https://open.spotify.com/track/6GUiIbJ834FcHewby3PwV0;0.64;0.553;2.0;-6.42;0.0;0.0411;0.0579;0.0;0.0914;0.486;81.992;148471.0;4.0
When I’m Gone (with Katy Perry);Alesso, Katy Perry;Pop;https://open.spotify.com/track/5902W4uHWzhtOff1UK7the;0.685;0.886;0.0;-4.179;1.0;0.034;0.028;0.0;0.481;0.615;125.034;161267.0;4.0
Starlight;Dave;Pop;https://open.spotify.com/track/531KGXtBroSrOX9LVmiIgc;0.954;0.367;4.0;-9.551;0.0;0.288;0.341;5.48e-06;0.0979;0.372;124.026;211935.0;4.0
Sacrifice;The Weeknd;Pop;https://open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU;0.735;0.795;11.0;-6.523;0.0;0.113;0.0296;3.18e-05;0.0678;0.905;122.0;188918.0;4.0
Flowers;Lauren Spencer-Smith;Pop;https://open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc;0.684;0.449;3.0;-9.738;1.0;0.611;0.869;0.0;0.0881;0.341;66.165;157373.0;4.0
In My Head;Lil Tjay;Pop;https://open.spotify.com/track/1HvTxgCj0mTzQlEo0zLvFb;0.684;0.545;1.0;-6.885;1.0;0.121;0.159;0.0;0.102;0.407;143.049;135264.0;4.0
Heaven Takes You Home (feat. Connie Constance);Swedish House Mafia, Connie Constance;Pop;https://open.spotify.com/track/3nEHrvNNtgLv9rneTAYVr4;0.665;0.738;0.0;-5.931;0.0;0.0379;0.0124;0.00598;0.0923;0.0389;125.037;214071.0;4.0
Distraction;Polo G;Pop;https://open.spotify.com/track/1oc92BMKYkNxK17C2GtyRM;0.713;0.689;11.0;-5.99;1.0;0.255;0.16;0.0;0.136;0.63;156.934;171319.0;4.0
Run;OneRepublic;Pop;https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd;0.682;0.72;11.0;-8.176;0.0;0.0382;0.321;0.0;0.205;0.649;116.988;168260.0;4.0
Freaky Deaky;Tyga, Doja Cat;Pop;https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw;0.799;0.653;2.0;-5.453;0.0;0.037;0.019;0.0;0.0935;0.236;104.019;215281.0;4.0
In The Dark;Purple Disco Machine, Sophie and the Giants;Pop;https://open.spotify.com/track/75UUG6x5zQe0gCVOiQpa6X;0.691;0.763;6.0;-5.628;0.0;0.0464;0.0405;3.67e-05;0.0783;0.771;115.936;185844.0;4.0
Rasputin;Majestic, Boney M.;Pop;https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q;0.758;0.913;6.0;-2.926;0.0;0.113;0.00364;6.92e-05;0.193;0.658;128.04;186210.0;4.0
1 step forward, 3 steps back;Olivia Rodrigo;Pop;https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg;0.473;0.203;2.0;-12.627;1.0;0.102;0.941;0.0;0.126;0.419;168.884;163587.0;4.0
Girls Want Girls (with Lil Baby);Drake, Lil Baby;Pop;https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3;0.767;0.438;7.0;-8.726;0.0;0.29;0.181;0.0;0.142;0.381;86.975;221980.0;4.0
Dancing Feet (feat. DNCE);Kygo, DNCE;Pop;https://open.spotify.com/track/4RAR8g8fZNB106ezUurnE0;0.75;0.797;0.0;-4.826;1.0;0.118;0.293;0.0;0.392;0.523;105.949;215203.0;4.0
Churchill Downs (feat. Drake);Jack Harlow, Drake;Pop;https://open.spotify.com/track/3EMp20j5E42MxfFbsEsIvD;0.71;0.522;11.0;-9.102;1.0;0.36;0.615;0.0;0.11;0.37;96.448;309327.0;4.0
From The D 2 The LBC (with Snoop Dogg);Eminem, Snoop Dogg;Pop;https://open.spotify.com/track/7My9ca9QEIR8MvIOdIrTWA;0.73;0.785;9.0;-7.986;0.0;0.243;0.105;0.0;0.0445;0.596;82.037;215120.0;4.0
Gogo Dance;El Alfa, Chael Produciendo;Pop;https://open.spotify.com/track/6riuMNiPqRmE4LPJZGzIuv;0.596;0.868;8.0;-4.95;1.0;0.161;0.12;0.518;0.0514;0.705;118.02;173390.0;4.0
Life's Too Short (English Version);aespa;Pop;https://open.spotify.com/track/2ouguQxJZn4jXisuNREqe5;0.472;0.8;0.0;-3.681;1.0;0.265;0.289;0.0;0.149;0.548;72.203;178133.0;4.0
Your Love (9PM);ATB, Topic, A7S;Pop;https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx;0.669;0.784;7.0;-5.603;1.0;0.112;0.194;6.28e-06;0.115;0.517;125.993;150053.0;4.0
Life Goes On;Oliver Tree;Pop;https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC;0.7;0.49;0.0;-5.187;1.0;0.076;0.186;0.0;0.117;0.569;79.982;161803.0;4.0
SEJODIOTO;KAROL G;Pop;https://open.spotify.com/track/704LUEih663hiE3CnyUrFW;0.822;0.736;1.0;-3.969;1.0;0.15;0.157;0.000781;0.0748;0.679;175.93;181107.0;4.0
About Damn Time;Lizzo;R&B;https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3;0.836;0.743;10.0;-6.305;0.0;0.0656;0.0995;0.0;0.335;0.722;108.966;191822.0;4.0
I Like You (A Happier Song) (with Doja Cat);Post Malone, Doja Cat;R&B;https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj;0.733;0.67;5.0;-6.009;1.0;0.0751;0.121;0.0;0.121;0.472;100.964;192841.0;4.0
BREAK MY SOUL;Beyoncé;R&B;https://open.spotify.com/track/2KukL7UlQ8TdvpaA7bY3ZJ;0.687;0.887;1.0;-5.04;0.0;0.0826;0.0575;2.21e-06;0.27;0.853;114.941;278282.0;4.0
Woman;Doja Cat;R&B;https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4;0.824;0.764;5.0;-4.175;0.0;0.0854;0.0888;0.00294;0.117;0.881;107.998;172627.0;4.0
WAIT FOR U (feat. Drake & Tems);Future, Drake, Tems;R&B;https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK;0.463;0.642;1.0;-4.474;1.0;0.34;0.314;0.0;0.0686;0.339;83.389;189893.0;4.0
Bad Habit;Steve Lacy;R&B;https://open.spotify.com/track/5CM4UuQ9Gnd6K2YyKGPMoK;0.686;0.507;1.0;-7.097;1.0;0.0357;0.626;7.51e-05;0.383;0.69;168.955;232115.0;4.0
Cooped Up (with Roddy Ricch);Post Malone, Roddy Ricch;R&B;https://open.spotify.com/track/32vE1nuG8T9c8bhmZdRY6d;0.669;0.773;0.0;-5.619;1.0;0.153;0.038;0.0;0.113;0.377;93.923;185857.0;4.0
Need to Know;Doja Cat;R&B;https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi;0.664;0.609;1.0;-6.509;1.0;0.0707;0.304;0.0;0.0926;0.194;130.041;210560.0;4.0
Last Last;Burna Boy;R&B;https://open.spotify.com/track/5YbPxJwPfrj7uswNwoF1pJ;0.795;0.565;3.0;-4.457;0.0;0.0948;0.131;0.0;0.0802;0.55;87.925;172342.0;4.0
Peaches (feat. Daniel Caesar & Giveon);Justin Bieber, Daniel Caesar, Giveon;R&B;https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI;0.677;0.696;0.0;-6.181;1.0;0.119;0.321;0.0;0.42;0.464;90.03;198082.0;4.0
LOOSE CHANGE;Brent Faiyaz;R&B;https://open.spotify.com/track/00imgaPlYRrMGn9o83hfmk;0.574;0.369;1.0;-8.931;0.0;0.0814;0.753;0.0;0.147;0.44;84.975;226011.0;4.0
ALL MINE;Brent Faiyaz;R&B;https://open.spotify.com/track/3XgGQ1wjo5khvq2UImjyNF;0.617;0.378;9.0;-8.54;1.0;0.0315;0.428;9.16e-05;0.11;0.22;141.967;216063.0;4.0
For My Hand (feat. Ed Sheeran);Burna Boy, Ed Sheeran;R&B;https://open.spotify.com/track/0HaRLPnr887lcQM2YQzkff;0.87;0.479;9.0;-7.779;1.0;0.165;0.161;0.000157;0.209;0.717;104.059;159124.0;4.0
You Right;Doja Cat, The Weeknd;R&B;https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez;0.828;0.621;8.0;-6.414;1.0;0.0565;0.0164;0.00233;0.0845;0.436;128.986;186173.0;4.0
Leave The Door Open;Bruno Mars, Anderson .Paak, Silk Sonic;R&B;https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T;0.586;0.616;5.0;-7.964;1.0;0.0324;0.182;0.0;0.0927;0.719;148.088;242096.0;4.0
Die Hard;Kendrick Lamar, Blxst, Amanda Reifer;R&B;https://open.spotify.com/track/2g6tReTlM2Akp41g0HaeXN;0.775;0.736;1.0;-8.072;0.0;0.247;0.319;0.00116;0.127;0.362;100.988;239027.0;4.0
GRAVITY (FEAT. TYLER, THE CREATOR);Brent Faiyaz, DJ Dahi, Tyler, The Creator;R&B;https://open.spotify.com/track/3zakx7RAwdkUQlOoQ7SJRt;0.541;0.619;1.0;-8.746;0.0;0.254;0.167;0.00633;0.144;0.491;163.908;214693.0;4.0
Big Energy;Latto;R&B;https://open.spotify.com/track/4pi1G1x8tl9VfdD9bL3maT;0.937;0.793;11.0;-4.431;0.0;0.115;0.0453;0.0;0.341;0.794;106.022;172540.0;4.0
PRICE OF FAME;Brent Faiyaz;R&B;https://open.spotify.com/track/4xKQtLZn8m2d2KJy13ZujE;0.428;0.367;9.0;-9.905;1.0;0.0914;0.132;0.0;0.149;0.174;71.184;379004.0;4.0
Peru;Fireboy DML, Ed Sheeran;R&B;https://open.spotify.com/track/4hJhHbkhZFnxmWbAkZRoe0;0.956;0.417;7.0;-7.892;0.0;0.0926;0.572;0.00071;0.0782;0.714;108.015;187111.0;4.0
Peru;Fireboy DML, Ed Sheeran;R&B;https://open.spotify.com/track/0lk5tzmaJWVAv5GBvpm3xu;0.951;0.415;7.0;-6.847;0.0;0.077;0.572;0.00403;0.0792;0.633;108.014;151641.0;4.0
Out of Time;The Weeknd;R&B;https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV;0.65;0.76;0.0;-4.422;0.0;0.0446;0.255;0.0;0.339;0.838;93.057;214194.0;4.0
Is There Someone Else?;The Weeknd;R&B;https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh;0.702;0.586;9.0;-7.83;0.0;0.0313;0.0388;7.27e-05;0.156;0.608;134.951;199111.0;4.0
ROLLING STONE;Brent Faiyaz;R&B;https://open.spotify.com/track/0e0JshRej2NwT7jahEmv52;0.462;0.273;11.0;-11.768;0.0;0.0622;0.903;3.71e-05;0.101;0.334;141.33;162007.0;3.0
ADDICTIONS (FEAT. Tre' Amani);Brent Faiyaz, Tre' Amani;R&B;https://open.spotify.com/track/01VzuxoBYMAJLObfU0w6dI;0.889;0.489;10.0;-8.587;0.0;0.108;0.0209;1.78e-05;0.0814;0.843;93.039;192011.0;4.0
GHETTO GATSBY (FEAT. ALICIA KEYS);Brent Faiyaz, Alicia Keys;R&B;https://open.spotify.com/track/2krESug6AyfOL07tlaGwts;0.524;0.233;3.0;-12.991;0.0;0.104;0.869;4.59e-06;0.369;0.585;175.805;198005.0;4.0
WASTING TIME (FEAT. DRAKE & THE NEPTUNES);Brent Faiyaz, Drake, The Neptunes;R&B;https://open.spotify.com/track/6N9U1wkWniSXD4TKD4ln0h;0.443;0.72;7.0;-3.743;0.0;0.0733;0.0669;0.0;0.0909;0.374;89.378;301304.0;4.0
HEAL YOUR HEART (INTERLUDE);Brent Faiyaz;R&B;https://open.spotify.com/track/6MF5JoJYj5uK07Si6fRAPM;0.287;0.332;1.0;-10.15;0.0;0.0433;0.678;0.00375;0.11;0.204;177.804;75043.0;4.0
FYTB (FEAT. JOONY);Brent Faiyaz, Joony;R&B;https://open.spotify.com/track/48oQGynnS8RLiYRFsJ6pDL;0.783;0.48;3.0;-9.182;0.0;0.251;0.258;4.73e-06;0.305;0.364;133.086;198004.0;4.0
Every Summertime;NIKI;R&B;https://open.spotify.com/track/68HocO7fx9z0MgDU0ZPHro;0.628;0.676;6.0;-4.227;1.0;0.0424;0.393;6.94e-05;0.0978;0.723;78.996;215687.0;4.0
ROLE MODEL;Brent Faiyaz;R&B;https://open.spotify.com/track/1wGpEisE7VmhhSazD8hZ5l;0.606;0.544;10.0;-7.968;0.0;0.0421;0.0285;4.88e-06;0.152;0.335;90.104;194009.0;4.0
Lost Me;Giveon;R&B;https://open.spotify.com/track/6TSO4hwz9WGrEUY7ABGVim;0.428;0.443;2.0;-8.955;0.0;0.101;0.525;1.76e-05;0.219;0.2;87.934;180954.0;4.0
VILLAIN'S THEME;Brent Faiyaz;R&B;https://open.spotify.com/track/4lfAwGFU3Zo2ZruXzRG8tw;0.354;0.497;7.0;-10.528;1.0;0.259;0.899;0.000283;0.176;0.295;69.278;141019.0;4.0
JACKIE BROWN;Brent Faiyaz;R&B;https://open.spotify.com/track/2IlT65thKQQw248mhk2PjQ;0.726;0.353;10.0;-10.273;1.0;0.105;0.65;0.002;0.224;0.503;137.66;169014.0;4.0
Freaky Deaky;Tyga, Doja Cat;R&B;https://open.spotify.com/track/3vySEUpD0tc801F2WZDLYw;0.799;0.653;2.0;-5.453;0.0;0.037;0.019;0.0;0.0935;0.236;104.019;215281.0;4.0
Smokin Out The Window;Bruno Mars, Anderson .Paak, Silk Sonic;R&B;https://open.spotify.com/track/3xVZYkcuWalGudeKl861wb;0.627;0.618;2.0;-8.529;1.0;0.0437;0.0558;0.0;0.351;0.848;82.03;197443.0;4.0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy);Amaarae, Kali Uchis, Moliy;R&B;https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC;0.87;0.523;1.0;-8.052;0.0;0.0602;0.433;2.07e-05;0.113;0.319;110.02;204764.0;4.0
BAD LUCK;Brent Faiyaz;R&B;https://open.spotify.com/track/5YbHnEYZFkOxLsp5syLMLy;0.604;0.473;5.0;-8.866;0.0;0.0907;0.356;1.98e-06;0.163;0.349;90.97;162010.0;4.0
For Tonight;Giveon;R&B;https://open.spotify.com/track/1TlTzdsEpgfsmbuNfYmWfG;0.606;0.513;9.0;-8.756;1.0;0.0524;0.102;0.0;0.156;0.177;79.9;192257.0;4.0
I Hate U;SZA;R&B;https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H;0.535;0.388;7.0;-9.805;0.0;0.155;0.507;0.0;0.11;0.412;106.703;174000.0;5.0
Psychic;Chris Brown, Jack Harlow;R&B;https://open.spotify.com/track/64pUytZWfCpeeMBN0XAadF;0.739;0.58;1.0;-7.414;1.0;0.0637;0.0395;0.0;0.114;0.452;96.501;220760.0;4.0
Call Me Every Day (feat. WizKid);Chris Brown, WizKid;R&B;https://open.spotify.com/track/1B5I5yqLpVI5EosZS6bJFs;0.73;0.634;4.0;-7.191;0.0;0.181;0.107;1.44e-05;0.0976;0.798;171.874;146840.0;4.0
SKIT: EGOMANIAC;Brent Faiyaz;R&B;https://open.spotify.com/track/5XxmqfsLLFQrpjygaQDeB5;0.56;0.234;9.0;-16.958;1.0;0.64;0.539;1.15e-05;0.119;0.613;133.687;81887.0;1.0
