Title;Artist;Genre;Track URL;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;time_signature
Dancin' In The Moonlight (feat. Lauren Alaina);Chris Lane, Lauren Alaina;Country;https://open.spotify.com/track/0pnKcAh5binHOP9HexWwnZ;0.589;0.829;8.0;-4.861;0.0;0.0332;0.0196;0.0;0.128;0.563;121.998;199000.0;4.0
Younger Years;Zach Bryan;Country;https://open.spotify.com/track/3FTtVJjqOSaDlM4FByo0RK;0.357;0.741;4.0;-4.522;1.0;0.135;0.291;0.00011;0.149;0.626;169.541;205224.0;4.0
Half Of Me;Thomas Rhett, Riley Green;Country;https://open.spotify.com/track/11kskoMyNDumaR30CI6rRv;0.575;0.842;7.0;-5.058;1.0;0.0348;0.00683;0.0;0.279;0.665;111.995;183027.0;4.0
Country Again;Thomas Rhett;Country;https://open.spotify.com/track/3CiF9D8iuVhZWDvvjf8HpG;0.467;0.481;2.0;-6.947;1.0;0.0255;0.227;0.000189;0.11;0.248;147.886;221240.0;4.0
I Hate Alabama;Conner Smith;Country;https://open.spotify.com/track/2j0rISwZE6tichIrU5SZ78;0.289;0.841;4.0;-3.615;1.0;0.0497;0.205;0.0;0.37;0.392;171.91;213733.0;4.0
Heaven;Jason Aldean;Country;https://open.spotify.com/track/7pcfqF4wUhxvfoMqzXQYar;0.481;0.606;7.0;-5.537;0.0;0.0296;0.164;0.0;0.125;0.291;137.995;251104.0;4.0
If She Wants a Cowboy;Zach Bryan;Country;https://open.spotify.com/track/3xxjOdeAwsrzwUY0njaiNS;0.553;0.823;7.0;-3.194;1.0;0.0689;0.0201;0.0;0.111;0.552;133.781;192293.0;4.0
Pink Champagne;Carrie Underwood;Country;https://open.spotify.com/track/0LI59fuqv8OTAnY9cqCife;0.632;0.891;9.0;-3.474;1.0;0.0705;0.00227;0.0;0.167;0.744;109.824;203600.0;4.0
Sleeve;Nate Smith;Country;https://open.spotify.com/track/40OAMuxuJPssTKQ4gdU1JA;0.698;0.796;0.0;-5.542;1.0;0.0335;0.0218;0.0;0.165;0.299;125.981;261359.0;4.0
So Many Skies;Caroline Jones, Matthew Ramsey;Country;https://open.spotify.com/track/2LF0OpWDJDad3cNGqwk3kf;0.469;0.334;2.0;-8.172;1.0;0.0263;0.752;2.48e-05;0.376;0.282;84.905;215612.0;3.0
Coulda Loved You Longer;Adam Doleac;Country;https://open.spotify.com/track/5z0xIGpy5Cb8LRXh0I7Ewl;0.634;0.621;11.0;-6.261;1.0;0.0811;0.334;0.0;0.459;0.741;93.034;176413.0;4.0
Beauty in the Struggle;Bryan Martin;Country;https://open.spotify.com/track/3dNGwhCaO7HZmDhV9FDeHY;0.571;0.385;1.0;-7.495;1.0;0.0305;0.639;1.44e-06;0.0826;0.267;73.872;152511.0;4.0
justified;Kacey Musgraves;Country;https://open.spotify.com/track/4wONXG4GqWSscEyZlx300W;0.669;0.552;0.0;-7.98;1.0;0.0587;0.807;0.000874;0.321;0.488;100.102;180800.0;4.0
Better Off;Hayden Coffman;Country;https://open.spotify.com/track/5KcBudCONtFGSI4c9YAH5u;0.552;0.886;0.0;-4.906;1.0;0.031;0.000892;0.0;0.14;0.62;142.048;198113.0;4.0
Blessed & Free;Kane Brown, H.E.R.;Country;https://open.spotify.com/track/0HCFZGK3c1TQorbyPHcj1l;0.651;0.483;5.0;-9.867;0.0;0.183;0.754;5.12e-06;0.135;0.387;157.765;198171.0;4.0
The Outskirts;Zach Bryan;Country;https://open.spotify.com/track/5ePiRipYivQM29vGNr3S1a;0.473;0.536;6.0;-4.139;1.0;0.046;0.737;0.0;0.156;0.508;140.805;198121.0;4.0
Made;Spencer Crandall;Country;https://open.spotify.com/track/4G644pINN0ZYIxyqeyuT4b;0.526;0.729;5.0;-4.363;1.0;0.0333;0.147;0.0;0.103;0.543;140.978;195460.0;4.0
Who Are You Kidding?;Matt Schuster;Country;https://open.spotify.com/track/0MNRFOV4FnArjHK6Elx5uj;0.526;0.594;11.0;-6.388;1.0;0.0369;0.0447;0.0;0.224;0.486;140.191;207634.0;4.0
Right Now the Best;Zach Bryan;Country;https://open.spotify.com/track/2kBamITd69LMvfYhkaSkaD;0.494;0.584;0.0;-2.478;1.0;0.0315;0.668;0.0;0.279;0.136;114.091;190033.0;4.0
You’re Not Sorry (Taylor’s Version);Taylor Swift;Country;https://open.spotify.com/track/6iiAfo4wTA2CVC3Uwx9uh8;0.506;0.444;6.0;-4.99;1.0;0.0285;0.0538;0.0;0.123;0.241;133.873;261843.0;4.0
Everyone's An Outlaw;Bryan Martin;Country;https://open.spotify.com/track/3qVG8F4uCNj0j6FiX8s6wE;0.506;0.874;1.0;-3.832;1.0;0.0457;0.0175;0.0;0.127;0.684;166.178;200978.0;4.0
Cold Heart - PNAU Remix;Elton John, Dua Lipa, PNAU;Dance/Electronic;https://open.spotify.com/track/6JIC3hbC28JZKZ8AlAqX8h;0.795;0.8;1.0;-6.32;1.0;0.0309;0.0354;7.25e-05;0.0915;0.934;116.032;202735.0;4.0
BREAK MY SOUL;Beyoncé;Dance/Electronic;https://open.spotify.com/track/2KukL7UlQ8TdvpaA7bY3ZJ;0.687;0.887;1.0;-5.04;0.0;0.0826;0.0575;2.21e-06;0.27;0.853;114.941;278282.0;4.0
Where Are You Now;Lost Frequencies, Calum Scott;Dance/Electronic;https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z;0.671;0.636;6.0;-8.117;0.0;0.103;0.515;0.000411;0.172;0.262;120.966;148197.0;4.0
Massive;Drake;Dance/Electronic;https://open.spotify.com/track/0oiv4E896TUTTeQU0cmIui;0.499;0.671;4.0;-6.774;0.0;0.0561;0.114;0.0169;0.148;0.0557;124.994;336924.0;3.0
Pepas;Farruko;Dance/Electronic;https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni;0.762;0.766;7.0;-3.955;1.0;0.0343;0.00776;6.98e-05;0.128;0.442;130.001;287120.0;4.0
Ferrari;James Hype, Miggy Dela Rosa;Dance/Electronic;https://open.spotify.com/track/4zN21mbAuaD0WqtmaTZZeP;0.847;0.69;1.0;-7.877;0.0;0.0493;0.0127;6e-05;0.0526;0.692;125.004;186662.0;4.0
Belly Dancer;Imanbek, BYOR;Dance/Electronic;https://open.spotify.com/track/7fZBQnc0zXwVybgCIrQQil;0.845;0.797;1.0;-4.984;1.0;0.139;0.0582;5.57e-06;0.167;0.422;121.985;151475.0;4.0
The Motto;Tiësto, Ava Max;Dance/Electronic;https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO;0.754;0.763;7.0;-4.627;0.0;0.0435;0.0301;2.23e-05;0.0901;0.464;117.953;164819.0;4.0
Where Did You Go? (feat. MNEK);Jax Jones, MNEK;Dance/Electronic;https://open.spotify.com/track/3sa06xVNmLLYIxdNNmVQN8;0.763;0.782;7.0;-4.541;0.0;0.0346;0.182;7.08e-06;0.293;0.502;127.034;177689.0;4.0
Potion (with Dua Lipa & Young Thug);Calvin Harris, Dua Lipa, Young Thug;Dance/Electronic;https://open.spotify.com/track/7fYRg3CEbk6rNCuzNzMT06;0.824;0.697;11.0;-4.869;0.0;0.0473;0.158;4.11e-05;0.077;0.757;99.988;214460.0;4.0
Sticky;Drake;Dance/Electronic;https://open.spotify.com/track/4rmVZajAF7PkrCagGPHbqa;0.853;0.495;6.0;-14.63;1.0;0.14;0.0917;0.000217;0.0844;0.0774;137.027;243228.0;4.0
Crazy What Love Can Do;David Guetta, Becky Hill, Ella Henderson;Dance/Electronic;https://open.spotify.com/track/1WCEAGGRD066z2Q89ObXTq;0.601;0.713;4.0;-3.758;0.0;0.0449;0.0282;0.0;0.158;0.464;122.872;169756.0;4.0
Do It To It;ACRAZE, Cherish;Dance/Electronic;https://open.spotify.com/track/20on25jryn53hWghthWWW3;0.854;0.806;11.0;-8.262;0.0;0.0886;0.0209;0.0542;0.0703;0.637;124.927;157890.0;4.0
Afraid To Feel;LF SYSTEM;Dance/Electronic;https://open.spotify.com/track/40SBS57su9xLiE1WqkXOVr;0.578;0.912;1.0;-3.929;1.0;0.114;0.0166;0.00362;0.273;0.68;127.87;177525.0;4.0
Hot In It;Tiësto, Charli XCX;Dance/Electronic;https://open.spotify.com/track/3Z7CaxQkqbIs1rewKi6v4W;0.748;0.841;7.0;-5.08;1.0;0.177;0.00445;1.33e-06;0.0413;0.717;123.045;129817.0;4.0
21 Reasons (feat. Ella Henderson);Nathan Dawe, Ella Henderson;Dance/Electronic;https://open.spotify.com/track/1RF02Cf80mTaeNXG2P2boR;0.621;0.785;6.0;-4.499;1.0;0.11;0.0165;5.92e-06;0.0512;0.779;123.96;155253.0;4.0
Don't Be Shy;Tiësto, KAROL G;Dance/Electronic;https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB;0.77;0.787;11.0;-3.748;0.0;0.0583;0.198;0.0;0.262;0.513;119.986;140500.0;4.0
Move Your Body;Öwnboss, Sevek;Dance/Electronic;https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi;0.848;0.821;2.0;-5.408;0.0;0.0527;0.0169;0.000403;0.0962;0.249;125.051;157445.0;4.0
Moth To A Flame (with The Weeknd);Swedish House Mafia, The Weeknd;Dance/Electronic;https://open.spotify.com/track/0VO8gYVDSwM1Qdd2GsMoYK;0.553;0.659;8.0;-7.295;1.0;0.0391;0.0027;0.0;0.105;0.105;120.146;234000.0;4.0
Jiggle Jiggle;Duke & Jones, Louis Theroux;Dance/Electronic;https://open.spotify.com/track/1I4lCSP69P74nU3a6Su5L2;0.864;0.412;1.0;-5.886;1.0;0.273;0.458;0.00087;0.124;0.654;99.992;97209.0;4.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit;Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine;Dance/Electronic;https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl;0.824;0.862;2.0;-3.424;1.0;0.126;0.0076;0.000132;0.303;0.801;122.98;169153.0;4.0
RAVE;Dxrk ダーク;Dance/Electronic;https://open.spotify.com/track/01kfSdF9zfcDLri5sSWEoL;0.716;0.748;8.0;-6.06;1.0;0.0356;0.235;0.849;0.114;0.338;119.918;169245.0;4.0
Words (feat. Zara Larsson);Alesso, Zara Larsson;Dance/Electronic;https://open.spotify.com/track/1bgKMxPQU7JIZEhNsM1vFs;0.739;0.586;10.0;-5.079;0.0;0.0472;0.0245;0.000252;0.308;0.444;124.026;142677.0;4.0
Close Eyes;DVRST;Dance/Electronic;https://open.spotify.com/track/3CLSHJv5aUROAN2vfOyCOh;0.784;0.572;0.0;-9.853;1.0;0.0573;0.0748;0.843;0.139;0.209;96.181;132346.0;4.0
OUT OUT (feat. Charli XCX & Saweetie);Joel Corry, Jax Jones, Charli XCX, Saweetie;Dance/Electronic;https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ;0.787;0.833;8.0;-4.403;1.0;0.0478;0.018;0.00747;0.0374;0.796;123.97;162604.0;4.0
Lost Without You (with Dean Lewis);Kygo, Dean Lewis;Dance/Electronic;https://open.spotify.com/track/1eGW1YBT17a5G1hKPWrpW7;0.621;0.575;11.0;-6.243;1.0;0.0564;0.265;0.0;0.0932;0.343;117.887;203610.0;4.0
love nwantiti (feat. Dj Yo! & AX'EL) - Remix;CKay, Dj Yo!, AX'EL;Dance/Electronic;https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU;0.579;0.596;8.0;-4.823;1.0;0.0561;0.436;0.0938;0.0549;0.443;119.9;188369.0;3.0
Goosebumps - Remix;Travis Scott, HVME;Dance/Electronic;https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9;0.841;0.593;1.0;-7.846;1.0;0.0379;0.418;0.0;0.124;0.808;124.917;162803.0;4.0
Never Really Loved Me (with Dean Lewis);Kygo, Dean Lewis;Dance/Electronic;https://open.spotify.com/track/1O73ZKgl0THUImkHW6dfAL;0.614;0.642;1.0;-5.473;1.0;0.0449;0.289;0.0;0.13;0.218;117.94;202158.0;4.0
Thunder;Gabry Ponte, LUM!X, Prezioso;Dance/Electronic;https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB;0.67;0.896;1.0;-4.673;1.0;0.058;0.0342;3.21e-05;0.344;0.403;101.216;160000.0;3.0
Deep Down (feat. Never Dull);Alok, Ella Eyre, Kenny Dope, Never Dull;Dance/Electronic;https://open.spotify.com/track/7MIhUdNJtaOnDmC5nBC1fb;0.687;0.818;0.0;-4.221;1.0;0.0778;0.0112;0.0;0.248;0.886;125.952;165753.0;4.0
vendetta!;MUPP, Sadfriendd;Dance/Electronic;https://open.spotify.com/track/5Sk39LuvdwuvL84jD01Dum;0.706;0.91;1.0;-3.527;1.0;0.146;0.175;2e-06;0.11;0.667;126.007;107045.0;4.0
Falling Back;Drake;Dance/Electronic;https://open.spotify.com/track/5zyZM1EiSqrniyqtprwxpv;0.718;0.758;10.0;-8.29;1.0;0.0703;0.238;0.00653;0.11;0.349;118.989;266179.0;4.0
Love Tonight - David Guetta Remix Edit;Shouse, David Guetta;Dance/Electronic;https://open.spotify.com/track/2prnn41CblB8B4yWACDljP;0.621;0.989;10.0;-4.225;0.0;0.0434;0.015;0.357;0.184;0.0348;126.002;158095.0;4.0
When I’m Gone (with Katy Perry);Alesso, Katy Perry;Dance/Electronic;https://open.spotify.com/track/5902W4uHWzhtOff1UK7the;0.685;0.886;0.0;-4.179;1.0;0.034;0.028;0.0;0.481;0.615;125.034;161267.0;4.0
Heaven Takes You Home (feat. Connie Constance);Swedish House Mafia, Connie Constance;Dance/Electronic;https://open.spotify.com/track/3nEHrvNNtgLv9rneTAYVr4;0.665;0.738;0.0;-5.931;0.0;0.0379;0.0124;0.00598;0.0923;0.0389;125.037;214071.0;4.0
Down Under (feat. Colin Hay);Luude, Colin Hay;Dance/Electronic;https://open.spotify.com/track/3Oww84xrmgjyr5J1ilOmAf;0.308;0.86;11.0;-4.111;0.0;0.168;0.0116;0.000828;0.277;0.0387;171.835;158774.0;4.0
MIDNIGHT;PLAYAMANE, Nateki;Dance/Electronic;https://open.spotify.com/track/2WzAAerBvZvvFXgUpSwHZ9;0.633;0.433;1.0;-8.833;1.0;0.229;0.0053;0.28;0.145;0.373;122.088;121972.0;4.0
Rasputin;Majestic, Boney M.;Dance/Electronic;https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q;0.758;0.913;6.0;-2.926;0.0;0.113;0.00364;6.92e-05;0.193;0.658;128.04;186210.0;4.0
Murder In My Mind;Kordhell;Dance/Electronic;https://open.spotify.com/track/6qyS9qBy0mEk3qYaH8mPss;0.712;0.972;10.0;-0.514;1.0;0.112;0.00547;7.06e-05;0.128;0.568;119.966;145000.0;4.0
Clap Your Hands;Kungs;Dance/Electronic;https://open.spotify.com/track/6jcfITWcR5egvbD4fsGayr;0.878;0.875;1.0;-4.923;1.0;0.0658;0.0507;3.42e-05;0.356;0.84;124.006;189880.0;4.0
Dancing Feet (feat. DNCE);Kygo, DNCE;Dance/Electronic;https://open.spotify.com/track/4RAR8g8fZNB106ezUurnE0;0.75;0.797;0.0;-4.826;1.0;0.118;0.293;0.0;0.392;0.523;105.949;215203.0;4.0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy);Amaarae, Kali Uchis, Moliy;Dance/Electronic;https://open.spotify.com/track/09gysnJpfQ3ublBmJDfcEC;0.87;0.523;1.0;-8.052;0.0;0.0602;0.433;2.07e-05;0.113;0.319;110.02;204764.0;4.0
NEON BLADE;MoonDeity;Dance/Electronic;https://open.spotify.com/track/0iUrxveyNUBfj0cqjYEijt;0.548;0.996;7.0;-2.169;1.0;0.112;0.0284;0.92;0.595;0.893;94.999;265263.0;4.0
Your Love (9PM);ATB, Topic, A7S;Dance/Electronic;https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx;0.669;0.784;7.0;-5.603;1.0;0.112;0.194;6.28e-06;0.115;0.517;125.993;150053.0;4.0
Heartbreak Anthem (with David Guetta & Little Mix);Galantis, David Guetta, Little Mix;Dance/Electronic;https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP;0.595;0.784;1.0;-4.878;1.0;0.102;0.216;0.0;0.0608;0.479;124.111;183726.0;4.0
Don't Forget My Love;Diplo, Miguel;Dance/Electronic;https://open.spotify.com/track/3LnETnq2xyUpKcGqAQLJy1;0.639;0.873;2.0;-6.222;1.0;0.0408;0.0237;0.0143;0.119;0.258;121.031;199091.0;4.0
Remember (and David Guetta);Becky Hill, David Guetta;Dance/Electronic;https://open.spotify.com/track/6feiJqgHqeSvkGUzf11AYs;0.626;0.864;8.0;-3.12;1.0;0.0378;0.0682;0.0;0.087;0.555;123.833;161387.0;4.0
A Keeper;Drake;Dance/Electronic;https://open.spotify.com/track/0nAZGkBGKQCXyaoSJfRhC1;0.6;0.482;1.0;-11.596;1.0;0.0701;0.512;0.000104;0.115;0.323;121.909;173097.0;4.0
My Heart Goes (La Di Da) (feat. Topic);Becky Hill, Topic;Dance/Electronic;https://open.spotify.com/track/2dWNKXTs5z7Iu1g0kYh4Xe;0.695;0.781;7.0;-5.578;0.0;0.0452;0.0185;3.12e-05;0.295;0.456;124.04;148960.0;4.0
Big City Life;Luude, Mattafix;Dance/Electronic;https://open.spotify.com/track/1LIvdWNdKmHvU0FJvw2diN;0.615;0.902;3.0;-4.316;1.0;0.0859;0.0176;3.91e-05;0.103;0.298;87.03;146712.0;4.0
In Da Getto;J Balvin, Skrillex;Dance/Electronic;https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn;0.924;0.723;8.0;-3.142;1.0;0.0466;0.0177;2.61e-05;0.113;0.643;126.998;130667.0;4.0
Won't Forget You - Edit;Shouse;Dance/Electronic;https://open.spotify.com/track/3I10tZ5MgEMo4WryCNJkZQ;0.656;0.655;7.0;-6.766;0.0;0.024;0.02;0.00816;0.103;0.555;127.001;230946.0;4.0
Disaster;KSLV Noh;Dance/Electronic;https://open.spotify.com/track/0PGAJ37n4O2AslZosr1YGx;0.824;0.613;0.0;-6.043;1.0;0.094;0.0158;0.348;0.159;0.511;117.051;84138.0;4.0
Ritmo;Raffa Fl;Dance/Electronic;https://open.spotify.com/track/15223sfwoQj4IAJL8GSnfO;0.777;0.869;7.0;-5.159;0.0;0.0945;0.00083;0.000653;0.375;0.681;124.007;183810.0;4.0
MTG (MALDICAO ETERNA 1.0);Cupid Ruszo;Dance/Electronic;https://open.spotify.com/track/3BkpvJpaE7LCrrCiusfhsj;0.562;0.578;11.0;-9.409;1.0;0.104;0.638;0.748;0.295;0.0952;130.288;137437.0;4.0
El Incomprendido;Farruko, Victor Cardenas, Dj Adoni;Dance/Electronic;https://open.spotify.com/track/2mL37yB3f3Lfy4iiXV02Qf;0.754;0.841;11.0;-3.19;1.0;0.135;0.113;0.0;0.466;0.541;128.019;267547.0;4.0
Live Another Day;Kordhell;Dance/Electronic;https://open.spotify.com/track/34lfu3S4fIcKZRNXzbdbo7;0.822;0.981;9.0;-1.321;1.0;0.109;0.000593;0.748;0.0938;0.404;115.005;133565.0;4.0
We Could Be Together (feat. Daddy DJ);Gabry Ponte, LUM!X, Daddy DJ;Dance/Electronic;https://open.spotify.com/track/3ElGRG3DqSzzkh1b2wnbzf;0.706;0.778;10.0;-4.491;1.0;0.0606;0.198;1.06e-05;0.0778;0.376;125.893;149643.0;4.0
all I want is you;Rebzyyx, hoshie star;Dance/Electronic;https://open.spotify.com/track/7lOvJBqH38ZY59eLU7bioq;0.46;0.999;11.0;-1.307;1.0;0.325;0.112;0.0;0.245;0.779;145.911;151415.0;4.0
Sahara;Hensonn;Dance/Electronic;https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI;0.615;0.521;2.0;-9.488;1.0;0.0318;0.146;0.772;0.11;0.045;115.016;171385.0;4.0
Rain In Ibiza;Felix Jaehn, The Stickmen Project, Calum Scott;Dance/Electronic;https://open.spotify.com/track/5u8Y0lAUlBLwuhpXSDUGf4;0.654;0.898;7.0;-5.964;1.0;0.0413;0.0844;0.0347;0.316;0.722;123.996;141932.0;4.0
Stay the Night;Sigala, Talia Mar;Dance/Electronic;https://open.spotify.com/track/4qtdkdTY1t3RmlmSbWykzR;0.636;0.936;7.0;-2.65;0.0;0.0729;0.177;0.0;0.0879;0.415;124.034;171955.0;4.0
BED;Joel Corry, RAYE, David Guetta;Dance/Electronic;https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS;0.671;0.782;6.0;-4.593;1.0;0.0341;0.0142;0.00221;0.333;0.618;123.989;178088.0;4.0
What Would You Do?;Joel Corry, David Guetta, Bryson Tiller;Dance/Electronic;https://open.spotify.com/track/1D2ZNECRd7KIlA4pyOUGsv;0.687;0.895;9.0;-2.983;1.0;0.0474;0.149;0.00592;0.121;0.686;124.041;174215.0;4.0
Rainfall (Praise You);Tom Santa;Dance/Electronic;https://open.spotify.com/track/1M8t1j3Kv2qp97bdq5q4Vl;0.767;0.862;5.0;-5.464;0.0;0.0606;0.14;0.0092;0.252;0.509;128.039;166570.0;4.0
Currents;Drake;Dance/Electronic;https://open.spotify.com/track/7IaeavdRzXYQWfu2Wt5GlU;0.883;0.283;0.0;-12.653;1.0;0.113;0.104;0.00167;0.0935;0.416;122.013;157390.0;4.0
Phonky Town;PlayaPhonk;Dance/Electronic;https://open.spotify.com/track/5mnpMkzp3Z2RCCbwIEZCbv;0.805;0.816;1.0;-4.685;1.0;0.346;0.363;0.826;0.121;0.338;124.966;141343.0;4.0
Melody;Sigala;Dance/Electronic;https://open.spotify.com/track/6Owc2SuzwO3LW1SAODYK3l;0.63;0.91;10.0;-2.681;0.0;0.058;0.0231;1.91e-06;0.125;0.525;123.017;167142.0;4.0
Tell It To My Heart;MEDUZA, Hozier;Dance/Electronic;https://open.spotify.com/track/46nvQpUDsxpS08UTFOeKTA;0.539;0.715;11.0;-6.639;0.0;0.0595;0.0265;0.0;0.609;0.489;123.854;165524.0;4.0
You;Regard, Troye Sivan, Tate McRae;Dance/Electronic;https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE;0.691;0.695;0.0;-5.6;1.0;0.0367;0.0592;0.0;0.0647;0.514;106.064;233386.0;4.0
Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA);Dillon Francis, ILLENIUM, EVAN GIIA;Dance/Electronic;https://open.spotify.com/track/251aCFbFK1f4Jkil96E5g1;0.488;0.715;9.0;-4.656;1.0;0.0562;0.0367;0.0;0.122;0.397;145.979;205479.0;4.0
Never Going Home;Kungs;Dance/Electronic;https://open.spotify.com/track/2fuWIFyY452wmNOoT32EB8;0.839;0.842;0.0;-4.703;1.0;0.0392;0.0868;0.0981;0.0548;0.96;122.028;169947.0;4.0
Questions;Lost Frequencies, James Arthur;Dance/Electronic;https://open.spotify.com/track/1cgy2FSOQMbq7DHCVgMAUA;0.599;0.713;11.0;-7.008;1.0;0.0542;0.405;2.53e-05;0.266;0.518;123.962;177157.0;4.0
Override;KSLV Noh;Dance/Electronic;https://open.spotify.com/track/0KYvs7DKC7Cl5IHmwpP13f;0.688;0.761;4.0;-4.607;0.0;0.163;0.00477;0.41;0.175;0.536;111.014;114625.0;4.0
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix;Nathan Evans, 220 KID, Billen Ted;Dance/Electronic;https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN;0.722;0.893;0.0;-3.255;0.0;0.0475;0.0441;0.000937;0.0673;0.439;119.932;116750.0;4.0
High;The Chainsmokers;Dance/Electronic;https://open.spotify.com/track/0Dtv5iaqPWtftabQfjBvxh;0.601;0.787;0.0;-6.178;1.0;0.031;0.0492;0.0;0.142;0.525;134.981;175163.0;4.0
Do It Better (feat. Zoe Wees);Felix Jaehn, Zoe Wees;Dance/Electronic;https://open.spotify.com/track/1kwHrBWAlucOE57lWugotk;0.677;0.804;1.0;-5.337;0.0;0.0677;0.0818;1.92e-05;0.158;0.41;122.111;170046.0;4.0
Young Right Now;Robin Schulz, Dennis Lloyd;Dance/Electronic;https://open.spotify.com/track/0JpEMzTHbt2zBIXrntrXzG;0.539;0.708;5.0;-6.189;1.0;0.0976;0.0129;0.0;0.14;0.381;123.039;186141.0;4.0
go - goddard. Remix;Cat Burns, goddard.;Dance/Electronic;https://open.spotify.com/track/7kjANxR8XN4hCzLaSc2roy;0.728;0.689;6.0;-6.601;0.0;0.13;0.222;6.14e-05;0.107;0.0473;89.973;192514.0;4.0
Don’t Wake Me Up;Jonas Blue, Why Don't We;Dance/Electronic;https://open.spotify.com/track/3LEgGAl9zLcQWGTp7ptqtQ;0.621;0.747;11.0;-5.084;1.0;0.0337;0.222;0.000194;0.147;0.426;124.015;188894.0;4.0
LEBENSLANG - HBz Remix;Tream, treamiboii, HBz;Dance/Electronic;https://open.spotify.com/track/4FXX4P3dxc1JMBx5wVRJ5N;0.774;0.752;1.0;-5.534;1.0;0.137;0.0481;0.0;0.0719;0.546;139.965;170784.0;4.0
FINIMONDO;M¥SS KETA;Dance/Electronic;https://open.spotify.com/track/0RFRr1i6USZRE66r5vB9OT;0.796;0.842;7.0;-6.94;1.0;0.231;0.033;5.2e-05;0.178;0.691;126.008;171905.0;4.0
Make Me Feel Good;Belters Only, Jazzy;Dance/Electronic;https://open.spotify.com/track/4CUX44NA1CPEzd0ibMLQsL;0.773;0.74;7.0;-8.169;0.0;0.0386;0.0627;0.00183;0.0829;0.504;124.014;197473.0;4.0
Marea (we’ve lost dancing);Fred again.., The Blessed Madonna;Dance/Electronic;https://open.spotify.com/track/5Z8Dj3LtbyCMiwE86rhg2f;0.761;0.781;5.0;-6.778;0.0;0.141;0.0681;0.108;0.0607;0.473;123.023;285375.0;4.0
Royalty;Egzod, Maestro Chives, Neoni;Dance/Electronic;https://open.spotify.com/track/7kUljt0NM5sISL3OGNVxYd;0.388;0.855;4.0;-4.229;0.0;0.0644;0.0181;8.11e-05;0.137;0.32;80.121;223520.0;4.0
Unstoppable - R3HAB Remix;Sia, R3HAB;Dance/Electronic;https://open.spotify.com/track/0F3v8p8ZnEGtZDxNcJ5Klq;0.678;0.744;6.0;-4.058;0.0;0.234;0.495;2.35e-05;0.0631;0.433;101.987;162353.0;4.0
Kernkraft 400 (A Better Day);Topic, A7S;Dance/Electronic;https://open.spotify.com/track/3kcKlOkQQEPVwxwljbGJ5p;0.623;0.727;11.0;-5.57;0.0;0.0562;0.184;2.02e-05;0.309;0.4;125.975;165800.0;4.0
Frozen;Madonna, Sickick;Dance/Electronic;https://open.spotify.com/track/6lknMmJZALXxx7emwwZWLX;0.706;0.633;1.0;-9.584;1.0;0.0419;0.267;0.0192;0.175;0.375;110.005;120157.0;4.0
I Want You;La Fuente;Dance/Electronic;https://open.spotify.com/track/4s8BpmFtxDgeCoPj2XHtVj;0.778;0.816;8.0;-8.331;1.0;0.0497;0.0607;0.88;0.121;0.29;124.997;219402.0;4.0
Sweet Dreams;Alan Walker, Imanbek;Dance/Electronic;https://open.spotify.com/track/4uDhts78RdwIDjEqPrYVKp;0.766;0.817;7.0;-4.253;1.0;0.035;0.0239;2.49e-06;0.159;0.43;125.033;138819.0;4.0
INCOMING;MC ORSEN;Dance/Electronic;https://open.spotify.com/track/4h3KlpOEXS6FxIpab6EKlf;0.905;0.876;2.0;-5.467;1.0;0.0422;0.00391;0.841;0.058;0.31;124.976;140160.0;4.0
AVOID ME;KUTE;Dance/Electronic;https://open.spotify.com/track/5FX30idriKlEIRYTxpNf65;0.656;0.964;6.0;-2.087;0.0;0.0964;0.123;0.813;0.78;0.965;114.007;105789.0;4.0
